split,model,method,kind,representation,sigma,pr_auc,roc_auc,youden_threshold,sensitivity,recall,precision,specificity,accuracy,f1,youden_j,best_C,best_cv_roc_auc,n_nonzero_coefs
rep1_fold4,Gaussian-smoothed + Functional linear SVM (sigma=4.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,4.0,0.7948334861216282,0.9338770985112449,0.7085427135678392,0.8303571428571429,0.8303571428571429,0.6739130434782609,0.9002217294900222,0.8863232682060391,0.744,0.7305788723471651,15.848931924611142,0.9098655669203507,343
rep1_fold4,Gaussian-smoothed + Functional linear SVM (sigma=6.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,6.0,0.749796859700849,0.9197220462464365,0.5025125628140703,0.9107142857142857,0.9107142857142857,0.46788990825688076,0.7427937915742794,0.7761989342806395,0.6181818181818182,0.6535080772885651,0.06309573444801933,0.9110897698965439,343
rep2_fold0,Raw + Functional logistic regression (L2),Functional logistic regression (L2),logreg_l2,Raw spectra,0.0,0.8226350921499536,0.9124212708283506,0.45226130653266333,0.8108108108108109,0.8108108108108109,0.703125,0.915929203539823,0.8952042628774423,0.7531380753138075,0.726740014350634,15.848931924611142,0.930331311895699,343
rep2_fold0,Gaussian-smoothed + Functional logistic regression (L2) (sigma=2.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,2.0,0.8269797143805875,0.915112014669537,0.4472361809045226,0.8108108108108109,0.8108108108108109,0.6923076923076923,0.911504424778761,0.8916518650088809,0.7468879668049793,0.7223152355895719,15.848931924611142,0.9305177327206061,343
rep2_fold0,Gaussian-smoothed + Functional logistic regression (L2) (sigma=4.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,4.0,0.8218727825472936,0.9096109383720004,0.46733668341708545,0.7747747747747747,0.7747747747747747,0.7610619469026548,0.9402654867256637,0.9076376554174067,0.7678571428571429,0.7150402615004383,100.0,0.9309548066676486,343
rep2_fold0,Gaussian-smoothed + Functional logistic regression (L2) (sigma=6.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,6.0,0.8293448483456555,0.9152316032847005,0.45226130653266333,0.8018018018018018,0.8018018018018018,0.7478991596638656,0.9336283185840708,0.9076376554174067,0.7739130434782608,0.7354301203858726,100.0,0.9309850245379371,343
rep2_fold0,Raw + Functional linear SVM,Functional linear SVM,linear_svm,Raw spectra,0.0,0.7774271637060199,0.8922905206091047,0.7286432160804021,0.38738738738738737,0.38738738738738737,0.8958333333333334,0.9889380530973452,0.8703374777975134,0.5408805031446541,0.3763254404847325,15.848931924611142,0.926995406178818,343
rep2_fold0,Gaussian-smoothed + Functional linear SVM (sigma=2.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,2.0,0.777977591490589,0.891612851789843,0.7386934673366834,0.6486486486486487,0.6486486486486487,0.8470588235294118,0.9712389380530974,0.9076376554174067,0.7346938775510204,0.6198875867017462,15.848931924611142,0.9278508124390085,343
rep2_fold0,Gaussian-smoothed + Functional linear SVM (sigma=4.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,4.0,0.7872477530506965,0.8906362114326716,0.7487437185929648,0.7297297297297297,0.7297297297297297,0.75,0.9402654867256637,0.8987566607460036,0.7397260273972602,0.6699952164553933,15.848931924611142,0.9270997063703512,343
rep2_fold0,Gaussian-smoothed + Functional linear SVM (sigma=6.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,6.0,0.8038052817964602,0.8949414015785696,0.7688442211055276,0.45045045045045046,0.45045045045045046,0.9433962264150944,0.9933628318584071,0.8863232682060391,0.6097560975609756,0.44381328230885764,2.5118864315095824,0.9260432310072275,343
rep2_fold1,Raw + Functional logistic regression (L2),Functional logistic regression (L2),logreg_l2,Raw spectra,0.0,0.8555939008648812,0.9412620585186956,0.4472361809045226,0.8378378378378378,0.8378378378378378,0.744,0.9292035398230089,0.911190053285968,0.788135593220339,0.7670413776608467,15.848931924611142,0.9182708386100215,343
rep2_fold1,Gaussian-smoothed + Functional logistic regression (L2) (sigma=2.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,2.0,0.8581742081715698,0.9389898748305827,0.45226130653266333,0.8288288288288288,0.8288288288288288,0.7603305785123967,0.9358407079646017,0.9147424511545293,0.7931034482758621,0.7646695367934306,15.848931924611142,0.9181250669112192,343
rep2_fold1,Gaussian-smoothed + Functional logistic regression (L2) (sigma=4.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,4.0,0.8627728981545328,0.9405644582635734,0.44221105527638194,0.8378378378378378,0.8378378378378378,0.7322834645669292,0.9247787610619469,0.9076376554174067,0.7815126050420168,0.7626165988997848,15.848931924611142,0.9179838152171605,343
rep2_fold1,Gaussian-smoothed + Functional logistic regression (L2) (sigma=6.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,6.0,0.8645378949808369,0.9408235669297617,0.457286432160804,0.8288288288288288,0.8288288288288288,0.7540983606557377,0.9336283185840708,0.9129662522202486,0.7896995708154506,0.7624571474128996,15.848931924611142,0.9185523279341474,343
rep2_fold1,Raw + Functional linear SVM,Functional linear SVM,linear_svm,Raw spectra,0.0,0.8454499686138855,0.9324922267400143,0.6432160804020101,0.8558558558558559,0.8558558558558559,0.572289156626506,0.8429203539823009,0.8454706927175843,0.6859205776173285,0.6987762098381567,2.5118864315095824,0.9099438583257627,343
rep2_fold1,Gaussian-smoothed + Functional linear SVM (sigma=2.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,2.0,0.8453234647037915,0.9333492784820219,0.6532663316582915,0.8288288288288288,0.8288288288288288,0.7022900763358778,0.9137168141592921,0.8969804618117229,0.7603305785123967,0.7425456429881208,2.5118864315095824,0.9094559698794304,343
rep2_fold1,Gaussian-smoothed + Functional linear SVM (sigma=4.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,4.0,0.8505697548417838,0.9365183767838634,0.6030150753768845,0.918918918918919,0.918918918918919,0.4533333333333333,0.7278761061946902,0.7655417406749556,0.6071428571428571,0.6467950251136092,2.5118864315095824,0.9085407523936825,343
rep2_fold1,Gaussian-smoothed + Functional linear SVM (sigma=6.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,6.0,0.8588345581009197,0.9408235669297615,0.6231155778894473,0.6756756756756757,0.6756756756756757,0.8620689655172413,0.9734513274336283,0.9147424511545293,0.7575757575757576,0.6491270031093039,2.5118864315095824,0.9098633453548146,343
rep2_fold2,Raw + Functional logistic regression (L2),Functional logistic regression (L2),logreg_l2,Raw spectra,0.0,0.766310224090742,0.9115259740259741,0.4371859296482412,0.7857142857142857,0.7857142857142857,0.7457627118644068,0.9334811529933481,0.9040852575488455,0.7652173913043478,0.7191954387076338,15.848931924611142,0.922730708589925,343
rep2_fold2,Gaussian-smoothed + Functional logistic regression (L2) (sigma=2.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,2.0,0.7658758032561009,0.911169623059867,0.4321608040201005,0.7857142857142857,0.7857142857142857,0.7394957983193278,0.9312638580931264,0.9023090586145648,0.7619047619047619,0.7169781438074121,15.848931924611142,0.9221602257344413,343
rep2_fold2,Gaussian-smoothed + Functional logistic regression (L2) (sigma=4.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,4.0,0.7385086015595476,0.9108924611973392,0.4321608040201005,0.8035714285714286,0.8035714285714286,0.6164383561643836,0.8758314855875832,0.8614564831261101,0.6976744186046512,0.6794029141590117,2.5118864315095824,0.9214893057565133,343
rep2_fold2,Gaussian-smoothed + Functional logistic regression (L2) (sigma=6.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,6.0,0.7400909743155567,0.912872188786823,0.4472361809045226,0.7767857142857143,0.7767857142857143,0.6796875,0.9090909090909091,0.8827708703374778,0.725,0.6858766233766234,2.5118864315095824,0.9224884291413088,343
rep2_fold2,Raw + Functional linear SVM,Functional linear SVM,linear_svm,Raw spectra,0.0,0.7661155028896893,0.9238200823566678,0.5577889447236181,0.8660714285714286,0.8660714285714286,0.4898989898989899,0.7760532150776053,0.7939609236234458,0.6258064516129033,0.642124643649034,100.0,0.9226779037728,343
rep2_fold2,Gaussian-smoothed + Functional linear SVM (sigma=2.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,2.0,0.7640314304246607,0.921484003801077,0.6030150753768845,0.7321428571428571,0.7321428571428571,0.7884615384615384,0.9512195121951219,0.9076376554174067,0.7592592592592593,0.6833623693379791,100.0,0.9218062350963865,343
rep2_fold2,Gaussian-smoothed + Functional linear SVM (sigma=4.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,4.0,0.7339522295179666,0.9103975292999684,0.5125628140703518,0.6785714285714286,0.6785714285714286,0.8539325842696629,0.9711751662971175,0.9129662522202486,0.7562189054726368,0.6497465948685461,100.0,0.9180408975945108,343
rep2_fold2,Gaussian-smoothed + Functional linear SVM (sigma=6.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,6.0,0.7478351044674497,0.9029339562876147,0.4321608040201005,0.8125,0.8125,0.5229885057471264,0.8159645232815964,0.8152753108348135,0.6363636363636364,0.6284645232815964,15.848931924611142,0.9164500489028349,343
rep2_fold3,Raw + Functional logistic regression (L2),Functional logistic regression (L2),logreg_l2,Raw spectra,0.0,0.8927933163585594,0.9431620209059233,0.46733668341708545,0.8571428571428571,0.8571428571428571,0.7804878048780488,0.9401330376940134,0.9236234458259325,0.8170212765957446,0.7972758948368703,15.848931924611142,0.9174983613683473,343
rep2_fold3,Gaussian-smoothed + Functional logistic regression (L2) (sigma=2.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,2.0,0.8828003654301928,0.9406873614190687,0.4723618090452261,0.8303571428571429,0.8303571428571429,0.8378378378378378,0.9600886917960089,0.9342806394316163,0.8340807174887892,0.7904458346531518,15.848931924611142,0.917896720105242,343
rep2_fold3,Gaussian-smoothed + Functional logistic regression (L2) (sigma=4.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,4.0,0.8477954100818018,0.9328674374406082,0.4723618090452261,0.8303571428571429,0.8303571428571429,0.7815126050420168,0.9423503325942351,0.9200710479573713,0.8051948051948052,0.7727074754513779,100.0,0.9182619597010108,343
rep2_fold3,Gaussian-smoothed + Functional logistic regression (L2) (sigma=6.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,6.0,0.8409704870882972,0.934728381374723,0.46733668341708545,0.8303571428571429,0.8303571428571429,0.7948717948717948,0.9467849223946785,0.9236234458259325,0.8122270742358079,0.7771420652518213,100.0,0.9184040029014277,343
rep2_fold3,Raw + Functional linear SVM,Functional linear SVM,linear_svm,Raw spectra,0.0,0.8725348409065405,0.9371040544821033,0.5477386934673367,0.7946428571428571,0.7946428571428571,0.839622641509434,0.9623059866962306,0.9289520426287744,0.8165137614678899,0.7569488438390877,2.5118864315095824,0.9145859108009881,343
rep2_fold3,Gaussian-smoothed + Functional linear SVM (sigma=2.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,2.0,0.8698754376044919,0.9329268292682926,0.542713567839196,0.6964285714285714,0.6964285714285714,0.9069767441860465,0.9822616407982262,0.9253996447602132,0.7878787878787878,0.6786902122267975,15.848931924611142,0.9139710598466646,343
rep2_fold3,Gaussian-smoothed + Functional linear SVM (sigma=4.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,4.0,0.8554685575620541,0.932649667405765,0.5326633165829145,0.7053571428571429,0.7053571428571429,0.8777777777777778,0.975609756097561,0.9218472468916519,0.7821782178217822,0.6809668989547037,15.848931924611142,0.915276842875563,343
rep2_fold3,Gaussian-smoothed + Functional linear SVM (sigma=6.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,6.0,0.8520325036753951,0.9340354767184036,0.5175879396984925,0.9285714285714286,0.9285714285714286,0.4727272727272727,0.7427937915742794,0.7797513321492007,0.6265060240963856,0.6713652201457081,100.0,0.9149250367449212,343
rep2_fold4,Raw + Functional logistic regression (L2),Functional logistic regression (L2),logreg_l2,Raw spectra,0.0,0.7110262624904164,0.901706525182135,0.457286432160804,0.8125,0.8125,0.6594202898550725,0.8957871396895787,0.8792184724689165,0.728,0.7082871396895787,100.0,0.9241554593903588,343
rep2_fold4,Gaussian-smoothed + Functional logistic regression (L2) (sigma=2.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,2.0,0.7109086840000708,0.8972521381057966,0.4271356783919598,0.8303571428571429,0.8303571428571429,0.636986301369863,0.8824833702882483,0.872113676731794,0.7209302325581395,0.7128405131453912,100.0,0.9243930434035007,343
rep2_fold4,Gaussian-smoothed + Functional logistic regression (L2) (sigma=4.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,4.0,0.7276524424618508,0.8992714602470699,0.44221105527638194,0.8214285714285714,0.8214285714285714,0.6571428571428571,0.893569844789357,0.8792184724689165,0.7301587301587301,0.7149984162179284,100.0,0.9221761701276295,343
rep2_fold4,Gaussian-smoothed + Functional logistic regression (L2) (sigma=6.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,6.0,0.7136687709644588,0.8959455178967374,0.44221105527638194,0.8214285714285714,0.8214285714285714,0.6618705035971223,0.8957871396895787,0.8809946714031972,0.7330677290836654,0.7172157111181501,100.0,0.9199599748023348,343
rep2_fold4,Raw + Functional linear SVM,Functional linear SVM,linear_svm,Raw spectra,0.0,0.7178771171749035,0.8997267975926513,0.47738693467336685,0.8839285714285714,0.8839285714285714,0.4583333333333333,0.7405764966740577,0.7690941385435168,0.6036585365853658,0.624505068102629,15.848931924611142,0.9237397752498424,343
rep2_fold4,Gaussian-smoothed + Functional linear SVM (sigma=2.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,2.0,0.7360177872046684,0.9025182134938233,0.4723618090452261,0.7321428571428571,0.7321428571428571,0.8367346938775511,0.9645232815964523,0.9182948490230906,0.780952380952381,0.6966661387393094,15.848931924611142,0.9228601469314751,343
rep2_fold4,Gaussian-smoothed + Functional linear SVM (sigma=4.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,4.0,0.7554288455791006,0.9036466582198289,0.44221105527638194,0.8571428571428571,0.8571428571428571,0.4752475247524752,0.7649667405764967,0.783303730017762,0.6114649681528662,0.6221095977193538,15.848931924611142,0.9229221919638652,343
rep2_fold4,Gaussian-smoothed + Functional linear SVM (sigma=6.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,6.0,0.7513442629510562,0.9010532150776054,0.5326633165829145,0.8214285714285714,0.8214285714285714,0.7301587301587301,0.9246119733924612,0.9040852575488455,0.773109243697479,0.7460405448210325,15.848931924611142,0.9215942374401872,343
rep3_fold0,Raw + Functional logistic regression (L2),Functional logistic regression (L2),logreg_l2,Raw spectra,0.0,0.8162020470201853,0.914055648568923,0.48743718592964824,0.8198198198198198,0.8198198198198198,0.7222222222222222,0.922566371681416,0.9023090586145648,0.7679324894514767,0.7423861915012357,100.0,0.9216939105469666,343
rep3_fold0,Gaussian-smoothed + Functional logistic regression (L2) (sigma=2.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,2.0,0.8207805248640622,0.9156103005660529,0.48743718592964824,0.8198198198198198,0.8198198198198198,0.7338709677419355,0.9269911504424779,0.9058614564831261,0.774468085106383,0.7468109702622976,100.0,0.9207379202687734,343
rep3_fold0,Gaussian-smoothed + Functional logistic regression (L2) (sigma=4.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,4.0,0.8342853124482237,0.9166865981025273,0.47738693467336685,0.8288288288288288,0.8288288288288288,0.7419354838709677,0.9292035398230089,0.9094138543516874,0.7829787234042553,0.7580323686518375,100.0,0.9200536373071767,343
rep3_fold0,Gaussian-smoothed + Functional logistic regression (L2) (sigma=6.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,6.0,0.844108278254006,0.9248784182412502,0.457286432160804,0.8378378378378378,0.8378378378378378,0.775,0.9402654867256637,0.9200710479573713,0.8051948051948052,0.7781033245635016,100.0,0.9185767025698497,343
rep3_fold0,Raw + Functional linear SVM,Functional linear SVM,linear_svm,Raw spectra,0.0,0.8009247586863194,0.9112453161125728,0.8040201005025126,0.8468468468468469,0.8468468468468469,0.6064516129032258,0.8650442477876106,0.8614564831261101,0.706766917293233,0.7118910946344574,15.848931924611142,0.9202122146555323,343
rep3_fold0,Gaussian-smoothed + Functional linear SVM (sigma=2.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,2.0,0.8050230606523309,0.9120625049828589,0.8040201005025126,0.5225225225225225,0.5225225225225225,0.8923076923076924,0.9845132743362832,0.8934280639431617,0.6590909090909091,0.5070357968588057,15.848931924611142,0.9191284090311699,343
rep3_fold0,Gaussian-smoothed + Functional linear SVM (sigma=4.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,4.0,0.8115461831065616,0.9127800366738419,0.7839195979899498,0.954954954954955,0.954954954954955,0.3136094674556213,0.48672566371681414,0.5790408525754884,0.47216035634743875,0.4416806186717692,15.848931924611142,0.917858955496528,343
rep3_fold0,Gaussian-smoothed + Functional linear SVM (sigma=6.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,6.0,0.8185812709592208,0.9145539344654389,0.7889447236180904,0.6216216216216216,0.6216216216216216,0.8734177215189873,0.9778761061946902,0.9076376554174067,0.7263157894736842,0.5994977278163118,15.848931924611142,0.9179107160433221,343
rep3_fold1,Raw + Functional logistic regression (L2),Functional logistic regression (L2),logreg_l2,Raw spectra,0.0,0.8165324864180876,0.9259547157777246,0.4371859296482412,0.8198198198198198,0.8198198198198198,0.6946564885496184,0.911504424778761,0.8934280639431617,0.7520661157024794,0.7313242445985808,15.848931924611142,0.9141318560449102,343
rep3_fold1,Gaussian-smoothed + Functional logistic regression (L2) (sigma=2.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,2.0,0.815968026171425,0.925715538547397,0.4371859296482412,0.8198198198198198,0.8198198198198198,0.6946564885496184,0.911504424778761,0.8934280639431617,0.7520661157024794,0.7313242445985808,15.848931924611142,0.916545785910538,343
rep3_fold1,Gaussian-smoothed + Functional logistic regression (L2) (sigma=4.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,4.0,0.8177117271547621,0.925715538547397,0.4321608040201005,0.8198198198198198,0.8198198198198198,0.6791044776119403,0.9048672566371682,0.8880994671403197,0.7428571428571429,0.7246870764569879,15.848931924611142,0.9184764957341853,343
rep3_fold1,Gaussian-smoothed + Functional logistic regression (L2) (sigma=6.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,6.0,0.8167622414100012,0.924938212548832,0.44221105527638194,0.8198198198198198,0.8198198198198198,0.7054263565891473,0.915929203539823,0.8969804618117229,0.7583333333333333,0.7357490233596429,15.848931924611142,0.919346618288889,343
rep3_fold1,Raw + Functional linear SVM,Functional linear SVM,linear_svm,Raw spectra,0.0,0.8165427571591115,0.912002710675277,0.5678391959798995,0.7837837837837838,0.7837837837837838,0.696,0.915929203539823,0.8898756660746003,0.7372881355932204,0.6997129873236068,100.0,0.9039806488394464,343
rep3_fold1,Gaussian-smoothed + Functional linear SVM (sigma=2.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,2.0,0.813042367801905,0.9095312126285577,0.5527638190954774,0.6936936936936937,0.6936936936936937,0.8369565217391305,0.9668141592920354,0.9129662522202486,0.7586206896551724,0.6605078529857291,100.0,0.9044481818061412,343
rep3_fold1,Gaussian-smoothed + Functional linear SVM (sigma=4.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,4.0,0.8260570562193579,0.9178426213824443,0.542713567839196,0.8828828828828829,0.8828828828828829,0.44954128440366975,0.7345132743362832,0.7637655417406749,0.5957446808510638,0.617396157219166,2.5118864315095824,0.9059376501270727,343
rep3_fold1,Gaussian-smoothed + Functional linear SVM (sigma=6.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,6.0,0.823605759846697,0.9167264609742485,0.5527638190954774,0.7837837837837838,0.7837837837837838,0.8130841121495327,0.9557522123893806,0.9218472468916519,0.7981651376146789,0.7395359961731645,2.5118864315095824,0.90879445389111,343
rep3_fold2,Raw + Functional logistic regression (L2),Functional logistic regression (L2),logreg_l2,Raw spectra,0.0,0.8569027752543594,0.9110508394044979,0.507537688442211,0.7589285714285714,0.7589285714285714,0.8854166666666666,0.975609756097561,0.9325044404973357,0.8173076923076923,0.7345383275261324,100.0,0.9182260534297368,343
rep3_fold2,Gaussian-smoothed + Functional logistic regression (L2) (sigma=2.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,2.0,0.8542318874403284,0.9124564459930313,0.44221105527638194,0.7946428571428571,0.7946428571428571,0.7295081967213115,0.926829268292683,0.9005328596802842,0.7606837606837606,0.7214721254355401,100.0,0.9194478961335525,343
rep3_fold2,Gaussian-smoothed + Functional logistic regression (L2) (sigma=4.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,4.0,0.8568838217343866,0.9131889452011402,0.45226130653266333,0.7857142857142857,0.7857142857142857,0.8148148148148148,0.9556541019955654,0.9218472468916519,0.8,0.7413683877098511,100.0,0.9214229921464195,343
rep3_fold2,Gaussian-smoothed + Functional logistic regression (L2) (sigma=6.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,6.0,0.8483214073886239,0.9110310421286031,0.457286432160804,0.7767857142857143,0.7767857142857143,0.7699115044247787,0.9423503325942351,0.9094138543516874,0.7733333333333333,0.7191360468799495,15.848931924611142,0.9206893742948058,343
rep3_fold2,Raw + Functional linear SVM,Functional linear SVM,linear_svm,Raw spectra,0.0,0.8278662649047644,0.912733607855559,0.577889447236181,0.875,0.875,0.45794392523364486,0.7427937915742794,0.7690941385435168,0.6012269938650306,0.6177937915742793,100.0,0.9186732497174201,343
rep3_fold2,Gaussian-smoothed + Functional linear SVM (sigma=2.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,2.0,0.8242745533706001,0.9078436807095344,0.5829145728643216,0.6071428571428571,0.6071428571428571,0.8831168831168831,0.9800443458980045,0.9058614564831261,0.7195767195767195,0.5871872030408616,100.0,0.9193176794043035,343
rep3_fold2,Gaussian-smoothed + Functional linear SVM (sigma=4.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,4.0,0.8205503291066024,0.9055273994298386,0.6482412060301508,0.6696428571428571,0.6696428571428571,0.8823529411764706,0.9778270509977827,0.91651865008881,0.7614213197969543,0.6474699081406396,100.0,0.9191418642214645,343
rep3_fold2,Gaussian-smoothed + Functional linear SVM (sigma=6.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,6.0,0.7909359679061079,0.9047751029458347,0.6231155778894473,0.8928571428571429,0.8928571428571429,0.43859649122807015,0.7161862527716186,0.7513321492007105,0.5882352941176471,0.6090433956287615,100.0,0.9184446799360174,343
rep3_fold3,Raw + Functional logistic regression (L2),Functional logistic regression (L2),logreg_l2,Raw spectra,0.0,0.8248242045465092,0.9325506810262908,0.4723618090452261,0.8482142857142857,0.8482142857142857,0.7307692307692307,0.9223946784922394,0.9076376554174067,0.7851239669421488,0.770608964206525,100.0,0.9117390456745849,343
rep3_fold3,Gaussian-smoothed + Functional logistic regression (L2) (sigma=2.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,2.0,0.8145456646584315,0.9261957554640481,0.4371859296482412,0.875,0.875,0.6805555555555556,0.8980044345898004,0.8934280639431617,0.765625,0.7730044345898004,2.5118864315095824,0.9110774663490443,343
rep3_fold3,Gaussian-smoothed + Functional logistic regression (L2) (sigma=4.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,4.0,0.8180902253551228,0.9256414317389927,0.4371859296482412,0.875,0.875,0.6712328767123288,0.893569844789357,0.8898756660746003,0.7596899224806202,0.768569844789357,2.5118864315095824,0.9124638250594237,343
rep3_fold3,Gaussian-smoothed + Functional logistic regression (L2) (sigma=6.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,6.0,0.8453405931043143,0.9388066202090593,0.4371859296482412,0.875,0.875,0.7368421052631579,0.9223946784922394,0.9129662522202486,0.8,0.7973946784922394,100.0,0.9134407016215974,343
rep3_fold3,Raw + Functional linear SVM,Functional linear SVM,linear_svm,Raw spectra,0.0,0.8096754363717544,0.9196230598669624,0.5577889447236181,0.7142857142857143,0.7142857142857143,0.8080808080808081,0.9578713968957872,0.9094138543516874,0.7582938388625592,0.6721571111815015,15.848931924611142,0.9109773807565286,343
rep3_fold3,Gaussian-smoothed + Functional linear SVM (sigma=2.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,2.0,0.8052365826899818,0.9196032625910675,0.5226130653266332,0.6964285714285714,0.6964285714285714,0.8125,0.9600886917960089,0.9076376554174067,0.75,0.6565172632245804,15.848931924611142,0.9106943991640417,343
rep3_fold3,Gaussian-smoothed + Functional linear SVM (sigma=4.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,4.0,0.8420679380736664,0.92354292049414,0.5025125628140703,0.8214285714285714,0.8214285714285714,0.7076923076923077,0.9157427937915743,0.8969804618117229,0.7603305785123967,0.7371713652201457,15.848931924611142,0.9093240601746923,343
rep3_fold3,Gaussian-smoothed + Functional linear SVM (sigma=6.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,6.0,0.8427176661065309,0.9216423820082357,0.4723618090452261,0.7857142857142857,0.7857142857142857,0.7586206896551724,0.9379157427937915,0.9076376554174067,0.7719298245614035,0.7236300285080772,100.0,0.9077222136181087,343
rep3_fold4,Raw + Functional logistic regression (L2),Functional logistic regression (L2),logreg_l2,Raw spectra,0.0,0.7220074351306023,0.9215928888184984,0.4321608040201005,0.8214285714285714,0.8214285714285714,0.7022900763358778,0.9135254988913526,0.8952042628774423,0.757201646090535,0.734954070319924,100.0,0.9175826783326394,343
rep3_fold4,Gaussian-smoothed + Functional logistic regression (L2) (sigma=2.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,2.0,0.7181091994093495,0.920751504592968,0.4472361809045226,0.8035714285714286,0.8035714285714286,0.7086614173228346,0.917960088691796,0.8952042628774423,0.7531380753138075,0.7215315172632246,100.0,0.9172107847775086,343
rep3_fold4,Gaussian-smoothed + Functional logistic regression (L2) (sigma=4.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,4.0,0.6975228804187563,0.9136442825467215,0.44221105527638194,0.8214285714285714,0.8214285714285714,0.696969696969697,0.9113082039911308,0.8934280639431617,0.7540983606557377,0.7327367754197023,15.848931924611142,0.9163457951697378,343
rep3_fold4,Gaussian-smoothed + Functional logistic regression (L2) (sigma=6.0),Functional logistic regression (L2),logreg_l2,Gaussian-smoothed spectra,6.0,0.7028051779801111,0.9151488755147292,0.4472361809045226,0.8214285714285714,0.8214285714285714,0.71875,0.9201773835920177,0.9005328596802842,0.7666666666666667,0.7416059550205891,15.848931924611142,0.916337458888575,343
rep3_fold4,Raw + Functional linear SVM,Functional linear SVM,linear_svm,Raw spectra,0.0,0.7148461872711283,0.9087741526765917,0.5125628140703518,0.75,0.75,0.8,0.9534368070953437,0.9129662522202486,0.7741935483870968,0.7034368070953438,100.0,0.9220141901584075,343
rep3_fold4,Gaussian-smoothed + Functional linear SVM (sigma=2.0),Functional linear SVM,linear_svm,Gaussian-smoothed spectra,2.0,0.7094410261452269,0.9066756414317391,0.5125628140703518,0.8125,0.8125,0.7109375,0.917960088691796,0.8969804618117229,0.7583333333333333,0.730460088691796,100.0,0.9206041785056924,343
