model,wavelength,weight_mean,weight_std
Gaussian-smoothed + Functional linear SVM (sigma=4.0),928.0,2.788741226448895,1.3263118970227559
Gaussian-smoothed + Functional linear SVM (sigma=4.0),930.0,2.1139570729349866,1.085998555495294
Gaussian-smoothed + Functional linear SVM (sigma=4.0),932.0,1.4057156338092978,1.0457584386422873
Gaussian-smoothed + Functional linear SVM (sigma=4.0),934.0,0.7685281834433085,1.1502956886224927
Gaussian-smoothed + Functional linear SVM (sigma=4.0),936.0,0.28573669722491885,1.2364055891827912
Gaussian-smoothed + Functional linear SVM (sigma=4.0),938.0,0.010102237610125752,1.2172352127712063
Gaussian-smoothed + Functional linear SVM (sigma=4.0),940.0,-0.040201276193927056,1.1034205391757228
Gaussian-smoothed + Functional linear SVM (sigma=4.0),942.0,0.11780605117671464,0.990904217876244
Gaussian-smoothed + Functional linear SVM (sigma=4.0),944.0,0.43418335679242115,1.006983404004512
Gaussian-smoothed + Functional linear SVM (sigma=4.0),946.0,0.8328623966006475,1.1503465880718775
Gaussian-smoothed + Functional linear SVM (sigma=4.0),948.0,1.2248023379681952,1.2824575754314613
Gaussian-smoothed + Functional linear SVM (sigma=4.0),950.0,1.5272259701469904,1.282681812523282
Gaussian-smoothed + Functional linear SVM (sigma=4.0),952.0,1.6845430963651373,1.108290217761753
Gaussian-smoothed + Functional linear SVM (sigma=4.0),954.0,1.6829013792404646,0.8043216546224862
Gaussian-smoothed + Functional linear SVM (sigma=4.0),956.0,1.5516033124591717,0.5437041291074223
Gaussian-smoothed + Functional linear SVM (sigma=4.0),958.0,1.3510014226382143,0.6109033653094569
Gaussian-smoothed + Functional linear SVM (sigma=4.0),960.0,1.1530606412525062,0.8557462503924672
Gaussian-smoothed + Functional linear SVM (sigma=4.0),962.0,1.0226733229642724,1.0120250536622009
Gaussian-smoothed + Functional linear SVM (sigma=4.0),964.0,1.0046749523915102,0.9931573643717134
Gaussian-smoothed + Functional linear SVM (sigma=4.0),966.0,1.1171874652961145,0.804572190332492
Gaussian-smoothed + Functional linear SVM (sigma=4.0),968.0,1.3495133478200847,0.566380845178925
Gaussian-smoothed + Functional linear SVM (sigma=4.0),970.0,1.6629155945390266,0.629571521580328
Gaussian-smoothed + Functional linear SVM (sigma=4.0),972.0,1.9941882618020264,1.020519260923155
Gaussian-smoothed + Functional linear SVM (sigma=4.0),974.0,2.2636270462611576,1.4135619425860178
Gaussian-smoothed + Functional linear SVM (sigma=4.0),976.0,2.3897078191191756,1.6323567188971218
Gaussian-smoothed + Functional linear SVM (sigma=4.0),978.0,2.3107856559664053,1.5841807436855913
Gaussian-smoothed + Functional linear SVM (sigma=4.0),980.0,2.008907351789048,1.250603861538353
Gaussian-smoothed + Functional linear SVM (sigma=4.0),982.0,1.5251530973247014,0.7134620364888206
Gaussian-smoothed + Functional linear SVM (sigma=4.0),984.0,0.9557058704969112,0.3789357580679166
Gaussian-smoothed + Functional linear SVM (sigma=4.0),986.0,0.4267677101941566,0.8173981311038505
Gaussian-smoothed + Functional linear SVM (sigma=4.0),988.0,0.05876267947857988,1.2270365653066702
Gaussian-smoothed + Functional linear SVM (sigma=4.0),990.0,-0.06456799367926984,1.3573503695129667
Gaussian-smoothed + Functional linear SVM (sigma=4.0),992.0,0.08796402712722518,1.164566428519201
Gaussian-smoothed + Functional linear SVM (sigma=4.0),994.0,0.49417994086836087,0.7109595770658822
Gaussian-smoothed + Functional linear SVM (sigma=4.0),996.0,1.0858149540175746,0.45775661892755615
Gaussian-smoothed + Functional linear SVM (sigma=4.0),998.0,1.7562960152444387,1.0826891028492225
Gaussian-smoothed + Functional linear SVM (sigma=4.0),1000.0,2.3657439775673357,1.797744896966082
Gaussian-smoothed + Functional linear SVM (sigma=4.0),1002.0,2.7464641765424798,2.2652009992750313
Gaussian-smoothed + Functional linear SVM (sigma=4.0),1004.0,2.7196236337024864,2.265529387938339
Gaussian-smoothed + Functional linear SVM (sigma=4.0),1006.0,2.1427768994728824,1.643628829932875
Gaussian-smoothed + Functional linear SVM (sigma=4.0),1008.0,1.0109273237607153,0.47624042748538875
Gaussian-smoothed + Functional linear SVM (sigma=4.0),1010.0,-0.4051895340075473,1.2136523249747668
Gaussian-smoothed + Functional linear SVM (sigma=4.0),1012.0,-1.5234990064483853,2.3320982126224474
Gaussian-smoothed + Functional linear SVM (sigma=4.0),1014.0,-1.7276621128694705,2.3621966756849964
Gaussian-smoothed + Functional linear SVM (sigma=4.0),1016.0,-0.8270201570894821,1.1157615853471772
Gaussian-smoothed + Functional linear SVM (sigma=4.0),1018.0,0.8409056667667859,1.079418609370216
Gaussian-smoothed + Functional linear SVM (sigma=4.0),1020.0,2.7624651227378423,3.438283518526492
Gaussian-smoothed + Functional linear SVM (sigma=6.0),336.0,1.7689563999737938,5.978565277622459
Gaussian-smoothed + Functional linear SVM (sigma=6.0),338.0,0.20566260817462056,3.921226471700571
Gaussian-smoothed + Functional linear SVM (sigma=6.0),340.0,-0.716866875600809,2.4961220675729927
Gaussian-smoothed + Functional linear SVM (sigma=6.0),342.0,-0.8158631918048244,1.7615733908100655
Gaussian-smoothed + Functional linear SVM (sigma=6.0),344.0,-0.14278727624281334,1.9737427661246396
Gaussian-smoothed + Functional linear SVM (sigma=6.0),346.0,0.9353071319164372,2.9547099734047872
Gaussian-smoothed + Functional linear SVM (sigma=6.0),348.0,1.8307431172348874,3.7625781520561845
Gaussian-smoothed + Functional linear SVM (sigma=6.0),350.0,2.0280537344236533,3.695299558429484
Gaussian-smoothed + Functional linear SVM (sigma=6.0),352.0,1.4028135108344457,2.6437434169102425
Gaussian-smoothed + Functional linear SVM (sigma=6.0),354.0,0.31009272104265995,1.3282216247622751
Gaussian-smoothed + Functional linear SVM (sigma=6.0),356.0,-0.6399608089867422,1.4946393587860227
Gaussian-smoothed + Functional linear SVM (sigma=6.0),358.0,-0.9426003189634078,2.085662139932992
Gaussian-smoothed + Functional linear SVM (sigma=6.0),360.0,-0.4538050275865826,2.0301159263881092
Gaussian-smoothed + Functional linear SVM (sigma=6.0),362.0,0.5673454155290272,1.8794485259506513
Gaussian-smoothed + Functional linear SVM (sigma=6.0),364.0,1.6024295006620184,2.3028325579420525
Gaussian-smoothed + Functional linear SVM (sigma=6.0),366.0,2.1262646185494423,2.685528752463619
Gaussian-smoothed + Functional linear SVM (sigma=6.0),368.0,1.866037790266604,2.4295513801137956
Gaussian-smoothed + Functional linear SVM (sigma=6.0),370.0,0.935146851643204,1.689393623163598
Gaussian-smoothed + Functional linear SVM (sigma=6.0),372.0,-0.2591777073397363,1.3402246754938383
Gaussian-smoothed + Functional linear SVM (sigma=6.0),374.0,-1.296420798351644,1.7785917592945462
Gaussian-smoothed + Functional linear SVM (sigma=6.0),376.0,-2.015100374874563,2.2920221474511413
Gaussian-smoothed + Functional linear SVM (sigma=6.0),378.0,-2.561979231527839,2.7078735259691853
Gaussian-smoothed + Functional linear SVM (sigma=6.0),380.0,-3.1741839059136705,3.0447773157695304
Gaussian-smoothed + Functional linear SVM (sigma=6.0),382.0,-3.8830298067198923,3.3959719530053047
Gaussian-smoothed + Functional linear SVM (sigma=6.0),384.0,-4.411980138813793,3.8017106596854604
Gaussian-smoothed + Functional linear SVM (sigma=6.0),386.0,-4.369298029429567,3.9539685907972304
Gaussian-smoothed + Functional linear SVM (sigma=6.0),388.0,-3.5616473832859157,3.5405242281455798
Gaussian-smoothed + Functional linear SVM (sigma=6.0),390.0,-2.1526645403993405,2.7213004898280384
Gaussian-smoothed + Functional linear SVM (sigma=6.0),392.0,-0.53919063283575,2.1237377905196193
Gaussian-smoothed + Functional linear SVM (sigma=6.0),394.0,0.9414067199332656,2.1522111614252557
Gaussian-smoothed + Functional linear SVM (sigma=6.0),396.0,2.225120442593922,2.560634391562059
Gaussian-smoothed + Functional linear SVM (sigma=6.0),398.0,3.483285131247712,3.4630765189378763
Gaussian-smoothed + Functional linear SVM (sigma=6.0),400.0,4.881239091377737,5.061464763591227
Gaussian-smoothed + Functional linear SVM (sigma=6.0),402.0,6.351685289031491,6.944142324519871
Gaussian-smoothed + Functional linear SVM (sigma=6.0),404.0,7.570869552134595,8.364187860741348
Gaussian-smoothed + Functional linear SVM (sigma=6.0),406.0,8.14602206994131,8.696687557505461
Gaussian-smoothed + Functional linear SVM (sigma=6.0),408.0,7.862294827024427,7.750155522071334
Gaussian-smoothed + Functional linear SVM (sigma=6.0),410.0,6.818061704920222,5.857996613636542
Gaussian-smoothed + Functional linear SVM (sigma=6.0),412.0,5.384590633080272,3.7643172874411523
Gaussian-smoothed + Functional linear SVM (sigma=6.0),414.0,4.048912256040335,2.4778154571412396
Gaussian-smoothed + Functional linear SVM (sigma=6.0),416.0,3.24371600729151,2.4760158116096886
Gaussian-smoothed + Functional linear SVM (sigma=6.0),418.0,3.230820904575868,2.775293707863628
Gaussian-smoothed + Functional linear SVM (sigma=6.0),420.0,4.044215583716832,2.9700047467023976
Gaussian-smoothed + Functional linear SVM (sigma=6.0),422.0,5.470925256273608,3.467935110014304
Gaussian-smoothed + Functional linear SVM (sigma=6.0),424.0,7.064723624489379,4.431692005109086
Gaussian-smoothed + Functional linear SVM (sigma=6.0),426.0,8.217627595856001,5.3397862094585395
Gaussian-smoothed + Functional linear SVM (sigma=6.0),428.0,8.315195339069339,5.5091353488776456
Gaussian-smoothed + Functional linear SVM (sigma=6.0),430.0,6.9571548434271735,4.532693278372328
Gaussian-smoothed + Functional linear SVM (sigma=6.0),432.0,4.15911081215809,2.7396182343661253
Gaussian-smoothed + Functional linear SVM (sigma=6.0),434.0,0.41783376456547616,2.813278464465132
Gaussian-smoothed + Functional linear SVM (sigma=6.0),436.0,-3.4329208794178125,5.310974461737112
Gaussian-smoothed + Functional linear SVM (sigma=6.0),438.0,-6.536601507261181,7.388516044275088
Gaussian-smoothed + Functional linear SVM (sigma=6.0),440.0,-8.35030763355333,8.18463814141212
Gaussian-smoothed + Functional linear SVM (sigma=6.0),442.0,-8.832561753712078,7.74174399938685
Gaussian-smoothed + Functional linear SVM (sigma=6.0),444.0,-8.39298621500587,6.655655989358035
Gaussian-smoothed + Functional linear SVM (sigma=6.0),446.0,-7.6438970385762035,5.65067522069491
Gaussian-smoothed + Functional linear SVM (sigma=6.0),448.0,-7.088895309419201,5.108091169462592
Gaussian-smoothed + Functional linear SVM (sigma=6.0),450.0,-6.898267958438456,5.046193846215625
Gaussian-smoothed + Functional linear SVM (sigma=6.0),452.0,-6.864635739747353,5.352040801110126
Gaussian-smoothed + Functional linear SVM (sigma=6.0),454.0,-6.544393649208939,5.623721984176524
Gaussian-smoothed + Functional linear SVM (sigma=6.0),456.0,-5.509747964913146,5.248509483950803
Gaussian-smoothed + Functional linear SVM (sigma=6.0),458.0,-3.5899206667753614,3.8748830949048965
Gaussian-smoothed + Functional linear SVM (sigma=6.0),460.0,-0.9868711203316154,1.948133230988245
Gaussian-smoothed + Functional linear SVM (sigma=6.0),462.0,1.7870644429832145,2.4598097143125166
Gaussian-smoothed + Functional linear SVM (sigma=6.0),464.0,4.113199322026015,4.670984719344903
Gaussian-smoothed + Functional linear SVM (sigma=6.0),466.0,5.510297418976354,6.127940273901423
Gaussian-smoothed + Functional linear SVM (sigma=6.0),468.0,5.809778018141404,6.332586742701689
Gaussian-smoothed + Functional linear SVM (sigma=6.0),470.0,5.199460281938206,5.404084700514074
Gaussian-smoothed + Functional linear SVM (sigma=6.0),472.0,4.134504161581451,3.882669832523932
Gaussian-smoothed + Functional linear SVM (sigma=6.0),474.0,3.160850112313946,2.5571158491845085
Gaussian-smoothed + Functional linear SVM (sigma=6.0),476.0,2.718514155119169,2.083732340484816
Gaussian-smoothed + Functional linear SVM (sigma=6.0),478.0,2.9922843178054546,2.2583683406542177
Gaussian-smoothed + Functional linear SVM (sigma=6.0),480.0,3.8586957415997336,2.8058305103185375
Gaussian-smoothed + Functional linear SVM (sigma=6.0),482.0,4.943791419548833,3.7731890778965083
Gaussian-smoothed + Functional linear SVM (sigma=6.0),484.0,5.765943390821714,4.810098894427548
Gaussian-smoothed + Functional linear SVM (sigma=6.0),486.0,5.908239247842051,5.378292529060638
Gaussian-smoothed + Functional linear SVM (sigma=6.0),488.0,5.158647706595554,5.124472731270933
Gaussian-smoothed + Functional linear SVM (sigma=6.0),490.0,3.5739762542807147,4.025496889184719
Gaussian-smoothed + Functional linear SVM (sigma=6.0),492.0,1.454653812402578,2.4762065603437518
Gaussian-smoothed + Functional linear SVM (sigma=6.0),494.0,-0.7523022528146964,1.7840222465612015
Gaussian-smoothed + Functional linear SVM (sigma=6.0),496.0,-2.5849792177127124,2.840401424215715
Gaussian-smoothed + Functional linear SVM (sigma=6.0),498.0,-3.6904623970060424,3.892778978909886
Gaussian-smoothed + Functional linear SVM (sigma=6.0),500.0,-3.906799345983149,4.249183979479042
Gaussian-smoothed + Functional linear SVM (sigma=6.0),502.0,-3.2862575859726633,3.8679419026599873
Gaussian-smoothed + Functional linear SVM (sigma=6.0),504.0,-2.0624378514790767,3.0261115750098377
Gaussian-smoothed + Functional linear SVM (sigma=6.0),506.0,-0.5783799371864718,2.2983969400158912
Gaussian-smoothed + Functional linear SVM (sigma=6.0),508.0,0.8008595992102204,2.3064415612822815
Gaussian-smoothed + Functional linear SVM (sigma=6.0),510.0,1.7688945285785085,2.7696101812828067
Gaussian-smoothed + Functional linear SVM (sigma=6.0),512.0,2.1354911434551678,3.062739966916261
Gaussian-smoothed + Functional linear SVM (sigma=6.0),514.0,1.851954871694061,3.0013882122714772
Gaussian-smoothed + Functional linear SVM (sigma=6.0),516.0,1.0033271381100213,2.768768625098784
Gaussian-smoothed + Functional linear SVM (sigma=6.0),518.0,-0.22658957709854394,2.7783298984721085
Gaussian-smoothed + Functional linear SVM (sigma=6.0),520.0,-1.6060107099389247,3.2582869037180946
Gaussian-smoothed + Functional linear SVM (sigma=6.0),522.0,-2.9080689162292064,3.962696463747701
Gaussian-smoothed + Functional linear SVM (sigma=6.0),524.0,-3.953560423991811,4.554437372334101
Gaussian-smoothed + Functional linear SVM (sigma=6.0),526.0,-4.635813291485723,4.843905859950365
Gaussian-smoothed + Functional linear SVM (sigma=6.0),528.0,-4.925854609399783,4.781880234844533
Gaussian-smoothed + Functional linear SVM (sigma=6.0),530.0,-4.861182966416793,4.418790358893235
Gaussian-smoothed + Functional linear SVM (sigma=6.0),532.0,-4.524365651190622,3.8665915048687345
Gaussian-smoothed + Functional linear SVM (sigma=6.0),534.0,-4.018159676743686,3.261902973800645
Gaussian-smoothed + Functional linear SVM (sigma=6.0),536.0,-3.4426751958938144,2.727925947645996
Gaussian-smoothed + Functional linear SVM (sigma=6.0),538.0,-2.8782875153202756,2.3350137483318485
Gaussian-smoothed + Functional linear SVM (sigma=6.0),540.0,-2.3762143303000376,2.0783575409338573
Gaussian-smoothed + Functional linear SVM (sigma=6.0),542.0,-1.9570717611465287,1.9049368269067042
Gaussian-smoothed + Functional linear SVM (sigma=6.0),544.0,-1.616274990417754,1.770674015703573
Gaussian-smoothed + Functional linear SVM (sigma=6.0),546.0,-1.3339468359301068,1.668700325443136
Gaussian-smoothed + Functional linear SVM (sigma=6.0),548.0,-1.0863058467548863,1.6159537837254891
Gaussian-smoothed + Functional linear SVM (sigma=6.0),550.0,-0.8555708322805231,1.6243004778280636
Gaussian-smoothed + Functional linear SVM (sigma=6.0),552.0,-0.6362391777558298,1.6840592422212657
Gaussian-smoothed + Functional linear SVM (sigma=6.0),554.0,-0.4368615789179458,1.7697825984546305
Gaussian-smoothed + Functional linear SVM (sigma=6.0),556.0,-0.2776804953033005,1.8535645831441365
Gaussian-smoothed + Functional linear SVM (sigma=6.0),558.0,-0.18534639106109738,1.912015782451584
Gaussian-smoothed + Functional linear SVM (sigma=6.0),560.0,-0.18624751991686633,1.928354538338812
Gaussian-smoothed + Functional linear SVM (sigma=6.0),562.0,-0.2999020637050871,1.8952861108919634
Gaussian-smoothed + Functional linear SVM (sigma=6.0),564.0,-0.5335883397302538,1.8205597536039726
Gaussian-smoothed + Functional linear SVM (sigma=6.0),566.0,-0.879093233500761,1.7330084516984166
Gaussian-smoothed + Functional linear SVM (sigma=6.0),568.0,-1.3121548481572671,1.6818835810838608
Gaussian-smoothed + Functional linear SVM (sigma=6.0),570.0,-1.794770937979446,1.716825939051836
Gaussian-smoothed + Functional linear SVM (sigma=6.0),572.0,-2.2799988833110505,1.8511387176215723
Gaussian-smoothed + Functional linear SVM (sigma=6.0),574.0,-2.7183211351333267,2.048560876853109
Gaussian-smoothed + Functional linear SVM (sigma=6.0),576.0,-3.0643424860619235,2.249917065308185
Gaussian-smoothed + Functional linear SVM (sigma=6.0),578.0,-3.282669135753494,2.402807227676834
Gaussian-smoothed + Functional linear SVM (sigma=6.0),580.0,-3.352195767655957,2.4748041279693718
Gaussian-smoothed + Functional linear SVM (sigma=6.0),582.0,-3.2684433328939058,2.456684175144305
Gaussian-smoothed + Functional linear SVM (sigma=6.0),584.0,-3.043856602872628,2.361947412027809
Gaussian-smoothed + Functional linear SVM (sigma=6.0),586.0,-2.7060859808102022,2.2235349837115668
Gaussian-smoothed + Functional linear SVM (sigma=6.0),588.0,-2.294387098064567,2.085518142532387
Gaussian-smoothed + Functional linear SVM (sigma=6.0),590.0,-1.854506814551921,1.9870126768213228
Gaussian-smoothed + Functional linear SVM (sigma=6.0),592.0,-1.4327570205620221,1.9423542252705945
Gaussian-smoothed + Functional linear SVM (sigma=6.0),594.0,-1.0702169957965717,1.9336048394215608
Gaussian-smoothed + Functional linear SVM (sigma=6.0),596.0,-0.7979713977391978,1.9253890401193117
Gaussian-smoothed + Functional linear SVM (sigma=6.0),598.0,-0.6339874884489087,1.888667769741238
Gaussian-smoothed + Functional linear SVM (sigma=6.0),600.0,-0.5818233189900095,1.8174261522301347
Gaussian-smoothed + Functional linear SVM (sigma=6.0),602.0,-0.6310014478784921,1.7358547982093584
Gaussian-smoothed + Functional linear SVM (sigma=6.0),604.0,-0.7586634878488258,1.695290123108136
Gaussian-smoothed + Functional linear SVM (sigma=6.0),606.0,-0.9320658208972422,1.7508665236896046
Gaussian-smoothed + Functional linear SVM (sigma=6.0),608.0,-1.111566851465781,1.9198932433808038
Gaussian-smoothed + Functional linear SVM (sigma=6.0),610.0,-1.2539078344475403,2.165182234689044
Gaussian-smoothed + Functional linear SVM (sigma=6.0),612.0,-1.3156923280107367,2.4214289847410635
Gaussian-smoothed + Functional linear SVM (sigma=6.0),614.0,-1.256974945298181,2.6248082043461816
Gaussian-smoothed + Functional linear SVM (sigma=6.0),616.0,-1.0448276544792912,2.726737236365662
Gaussian-smoothed + Functional linear SVM (sigma=6.0),618.0,-0.6567491991096471,2.701022163994025
Gaussian-smoothed + Functional linear SVM (sigma=6.0),620.0,-0.08386514271409867,2.5539513065034503
Gaussian-smoothed + Functional linear SVM (sigma=6.0),622.0,0.6659959682992559,2.34381884869735
Gaussian-smoothed + Functional linear SVM (sigma=6.0),624.0,1.5651922781671026,2.206419799397668
Gaussian-smoothed + Functional linear SVM (sigma=6.0),626.0,2.5632282723303956,2.322989629990375
Gaussian-smoothed + Functional linear SVM (sigma=6.0),628.0,3.5848357015499928,2.7506231695846672
Gaussian-smoothed + Functional linear SVM (sigma=6.0),630.0,4.531867269630103,3.3463550163382196
Gaussian-smoothed + Functional linear SVM (sigma=6.0),632.0,5.293117688491893,3.9037105390303237
Gaussian-smoothed + Functional linear SVM (sigma=6.0),634.0,5.765570987320432,4.253397136871771
Gaussian-smoothed + Functional linear SVM (sigma=6.0),636.0,5.886215900080825,4.308364878479244
Gaussian-smoothed + Functional linear SVM (sigma=6.0),638.0,5.665490599537532,4.1027731150722175
Gaussian-smoothed + Functional linear SVM (sigma=6.0),640.0,5.204809924295342,3.7974990859320576
Gaussian-smoothed + Functional linear SVM (sigma=6.0),642.0,4.678318472409493,3.5869495932544964
Gaussian-smoothed + Functional linear SVM (sigma=6.0),644.0,4.270443303644272,3.5373232457937713
Gaussian-smoothed + Functional linear SVM (sigma=6.0),646.0,4.085876522978979,3.5876824845294015
Gaussian-smoothed + Functional linear SVM (sigma=6.0),648.0,4.073412790125669,3.702922420005887
Gaussian-smoothed + Functional linear SVM (sigma=6.0),650.0,4.010116786165322,3.848773141459409
Gaussian-smoothed + Functional linear SVM (sigma=6.0),652.0,3.570373989025232,3.8773071157401904
Gaussian-smoothed + Functional linear SVM (sigma=6.0),654.0,2.465231016060159,3.68587897609387
Gaussian-smoothed + Functional linear SVM (sigma=6.0),656.0,0.5968123525731958,3.5865868975866846
Gaussian-smoothed + Functional linear SVM (sigma=6.0),658.0,-1.8509495440960877,4.199165716009658
Gaussian-smoothed + Functional linear SVM (sigma=6.0),660.0,-4.446547233186382,5.410806648631359
Gaussian-smoothed + Functional linear SVM (sigma=6.0),662.0,-6.665639308605936,6.49976895934288
Gaussian-smoothed + Functional linear SVM (sigma=6.0),664.0,-8.087664956401301,6.965312780780201
Gaussian-smoothed + Functional linear SVM (sigma=6.0),666.0,-8.533701818400631,6.7034381506916265
Gaussian-smoothed + Functional linear SVM (sigma=6.0),668.0,-8.089030555646955,5.901230438319191
Gaussian-smoothed + Functional linear SVM (sigma=6.0),670.0,-7.02083472952306,4.849680787024657
Gaussian-smoothed + Functional linear SVM (sigma=6.0),672.0,-5.64676087487565,3.796934926937749
Gaussian-smoothed + Functional linear SVM (sigma=6.0),674.0,-4.22071721032076,2.949284284951073
Gaussian-smoothed + Functional linear SVM (sigma=6.0),676.0,-2.8824808769660986,2.524929345796925
Gaussian-smoothed + Functional linear SVM (sigma=6.0),678.0,-1.6773470733120839,2.5662846639451184
Gaussian-smoothed + Functional linear SVM (sigma=6.0),680.0,-0.6124132702617655,2.8298953843807357
Gaussian-smoothed + Functional linear SVM (sigma=6.0),682.0,0.297751285258951,3.1354548754863036
Gaussian-smoothed + Functional linear SVM (sigma=6.0),684.0,1.024116789663215,3.4575234512573547
Gaussian-smoothed + Functional linear SVM (sigma=6.0),686.0,1.5476414375283554,3.759404228760697
Gaussian-smoothed + Functional linear SVM (sigma=6.0),688.0,1.8824900198778025,3.9572258206929667
Gaussian-smoothed + Functional linear SVM (sigma=6.0),690.0,2.067693700481031,4.029153140748073
Gaussian-smoothed + Functional linear SVM (sigma=6.0),692.0,2.125805154311366,4.0493253090830255
Gaussian-smoothed + Functional linear SVM (sigma=6.0),694.0,2.0203145283688233,4.048415433519975
Gaussian-smoothed + Functional linear SVM (sigma=6.0),696.0,1.6532221370634057,3.8851156192401617
Gaussian-smoothed + Functional linear SVM (sigma=6.0),698.0,0.9205114864118972,3.357293519851583
Gaussian-smoothed + Functional linear SVM (sigma=6.0),700.0,-0.19788975820360832,2.457974191325674
Gaussian-smoothed + Functional linear SVM (sigma=6.0),702.0,-1.5683064568419842,1.6902968796188576
Gaussian-smoothed + Functional linear SVM (sigma=6.0),704.0,-2.9075556813879553,1.976539884086974
Gaussian-smoothed + Functional linear SVM (sigma=6.0),706.0,-3.8777131516948526,2.7016748179593146
Gaussian-smoothed + Functional linear SVM (sigma=6.0),708.0,-4.233258229595885,3.0450157326213487
Gaussian-smoothed + Functional linear SVM (sigma=6.0),710.0,-3.9450630738398234,2.9638035286862507
Gaussian-smoothed + Functional linear SVM (sigma=6.0),712.0,-3.230114175673655,2.844623449247967
Gaussian-smoothed + Functional linear SVM (sigma=6.0),714.0,-2.4601170075352607,2.9631728962519857
Gaussian-smoothed + Functional linear SVM (sigma=6.0),716.0,-1.9841882741897447,3.0862137916682464
Gaussian-smoothed + Functional linear SVM (sigma=6.0),718.0,-1.9515262434625364,2.9466680266455265
Gaussian-smoothed + Functional linear SVM (sigma=6.0),720.0,-2.2302036178611346,2.6163386184892827
Gaussian-smoothed + Functional linear SVM (sigma=6.0),722.0,-2.473325383650505,2.2951302155013056
Gaussian-smoothed + Functional linear SVM (sigma=6.0),724.0,-2.303842423695808,1.9806209861566073
Gaussian-smoothed + Functional linear SVM (sigma=6.0),726.0,-1.5237445474902231,1.7890891679446557
Gaussian-smoothed + Functional linear SVM (sigma=6.0),728.0,-0.24135766273258025,2.3351755926661637
Gaussian-smoothed + Functional linear SVM (sigma=6.0),730.0,1.1479189243851953,3.4099190522652707
Gaussian-smoothed + Functional linear SVM (sigma=6.0),732.0,2.1237175684113647,4.170196623749905
Gaussian-smoothed + Functional linear SVM (sigma=6.0),734.0,2.275711711074399,4.071522958003586
Gaussian-smoothed + Functional linear SVM (sigma=6.0),736.0,1.5029979705647316,3.0447227108197774
Gaussian-smoothed + Functional linear SVM (sigma=6.0),738.0,0.08030545681399502,1.69251460783828
Gaussian-smoothed + Functional linear SVM (sigma=6.0),740.0,-1.4439400069116912,1.7738985843993844
Gaussian-smoothed + Functional linear SVM (sigma=6.0),742.0,-2.470754962601032,2.683848638079949
Gaussian-smoothed + Functional linear SVM (sigma=6.0),744.0,-2.593928148766212,2.837298050926417
Gaussian-smoothed + Functional linear SVM (sigma=6.0),746.0,-1.7606412327375187,2.1014623990269743
Gaussian-smoothed + Functional linear SVM (sigma=6.0),748.0,-0.2869851342885071,1.4519476963172993
Gaussian-smoothed + Functional linear SVM (sigma=6.0),750.0,1.2744233929438025,2.356222618620044
Gaussian-smoothed + Functional linear SVM (sigma=6.0),752.0,2.358699444134593,3.407342300716417
Gaussian-smoothed + Functional linear SVM (sigma=6.0),754.0,2.6100152175963016,3.723723218085532
Gaussian-smoothed + Functional linear SVM (sigma=6.0),756.0,2.0063360983804013,3.273674975067898
Gaussian-smoothed + Functional linear SVM (sigma=6.0),758.0,0.8398595335502871,2.517401244089383
Gaussian-smoothed + Functional linear SVM (sigma=6.0),760.0,-0.42683518608818416,2.1339179460631676
Gaussian-smoothed + Functional linear SVM (sigma=6.0),762.0,-1.3566339324041727,2.1805391312466162
Gaussian-smoothed + Functional linear SVM (sigma=6.0),764.0,-1.700075375580842,2.0852594524412065
Gaussian-smoothed + Functional linear SVM (sigma=6.0),766.0,-1.462376093979016,1.692228972236127
Gaussian-smoothed + Functional linear SVM (sigma=6.0),768.0,-0.8592554952983157,1.4135795758251974
Gaussian-smoothed + Functional linear SVM (sigma=6.0),770.0,-0.1928805269653346,1.6406215473977637
Gaussian-smoothed + Functional linear SVM (sigma=6.0),772.0,0.2901002011547568,1.9764792655869134
Gaussian-smoothed + Functional linear SVM (sigma=6.0),774.0,0.4953289078925471,2.067645176580693
Gaussian-smoothed + Functional linear SVM (sigma=6.0),776.0,0.4962654008287808,1.928347101456838
Gaussian-smoothed + Functional linear SVM (sigma=6.0),778.0,0.47159047270795507,1.7555731695537808
Gaussian-smoothed + Functional linear SVM (sigma=6.0),780.0,0.5996684713933158,1.7337461555606029
Gaussian-smoothed + Functional linear SVM (sigma=6.0),782.0,0.9593600622922644,1.9152796378030077
Gaussian-smoothed + Functional linear SVM (sigma=6.0),784.0,1.4810590772609709,2.246288234017567
Gaussian-smoothed + Functional linear SVM (sigma=6.0),786.0,1.9697270168376262,2.5851907731161976
Gaussian-smoothed + Functional linear SVM (sigma=6.0),788.0,2.189652897562925,2.729286969038209
Gaussian-smoothed + Functional linear SVM (sigma=6.0),790.0,1.9718884302785582,2.5221266922932317
Gaussian-smoothed + Functional linear SVM (sigma=6.0),792.0,1.295240445260385,1.9703839387761584
Gaussian-smoothed + Functional linear SVM (sigma=6.0),794.0,0.3060883129053429,1.3521217798752752
Gaussian-smoothed + Functional linear SVM (sigma=6.0),796.0,-0.7288009425761213,1.2530984701887555
Gaussian-smoothed + Functional linear SVM (sigma=6.0),798.0,-1.5156228860273706,1.607497869924385
Gaussian-smoothed + Functional linear SVM (sigma=6.0),800.0,-1.8379446877157788,1.780815815049007
Gaussian-smoothed + Functional linear SVM (sigma=6.0),802.0,-1.6355098332869977,1.5842429616831368
