split,sigma,representation,family,method,tuning,pr_auc,roc_auc,youden_threshold,sensitivity,precision,specificity,accuracy,f1,youden_j,best_C,best_cv_roc_auc,n_nonzero_coefs
rep9_fold2,10.0,"Gaussian-smoothed L2-normalised spectra, sigma=10",Functional linear,Functional linear SVM,inner-CV C,0.8538231808569758,0.9094076655052263,0.1457286432160804,0.7678571428571429,0.8431372549019608,0.9645232815964523,0.9253996447602132,0.8037383177570093,0.7323804244535952,0.01,0.9227959173916721,343.0
rep9_fold3,10.0,"Gaussian-smoothed L2-normalised spectra, sigma=10",Distance-based functional,weighted kNN + seuclidean,k=5,0.7531971844030623,0.8795038802660755,0.22110552763819097,0.7767857142857143,0.6744186046511628,0.9068736141906873,0.8809946714031972,0.7219917012448133,0.6836593284764017,,,
rep9_fold3,10.0,"Gaussian-smoothed L2-normalised spectra, sigma=10",Functional linear,Functional logistic regression (L2),inner-CV C,0.8135641489887249,0.9042801710484638,0.4623115577889447,0.7946428571428571,0.7295081967213115,0.926829268292683,0.9005328596802842,0.7606837606837606,0.7214721254355401,0.01,0.9276330445364315,343.0
rep9_fold3,10.0,"Gaussian-smoothed L2-normalised spectra, sigma=10",Functional linear,Functional linear SVM,inner-CV C,0.8137697124897636,0.8933718720304086,0.11055276381909548,0.8125,0.7398373983739838,0.9290465631929047,0.9058614564831261,0.774468085106383,0.7415465631929048,0.01,0.9262563528990874,343.0
rep9_fold4,10.0,"Gaussian-smoothed L2-normalised spectra, sigma=10",Distance-based functional,weighted kNN + seuclidean,k=5,0.8394825202244196,0.8898776528349699,0.3417085427135678,0.7857142857142857,0.8073394495412844,0.9534368070953437,0.9200710479573713,0.7963800904977375,0.7391510928096294,,,
rep9_fold4,10.0,"Gaussian-smoothed L2-normalised spectra, sigma=10",Functional linear,Functional logistic regression (L2),inner-CV C,0.8720911908265133,0.9170692112765283,0.3869346733668342,0.8214285714285714,0.7540983606557377,0.9334811529933481,0.911190053285968,0.7863247863247863,0.7549097244219194,0.06309573444801933,0.9181935369113455,343.0
rep9_fold4,10.0,"Gaussian-smoothed L2-normalised spectra, sigma=10",Functional linear,Functional linear SVM,inner-CV C,0.8742836609537518,0.9206921127652834,0.15577889447236182,0.8303571428571429,0.744,0.9290465631929047,0.9094138543516874,0.7848101265822784,0.7594037060500476,0.01,0.9179375477955158,343.0
rep0_fold0,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.8763547118674918,0.9236626006537509,0.3065326633165829,0.8288288288288288,0.8518518518518519,0.9646017699115044,0.9378330373001776,0.8401826484018264,0.7934305987403332,,,
rep0_fold0,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.9246710623457363,0.9571474128996252,0.40703517587939697,0.8738738738738738,0.8220338983050848,0.9535398230088495,0.9378330373001776,0.8471615720524017,0.8274136968827235,0.01,0.9125697832155022,343.0
rep0_fold0,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.9279515384210086,0.9553535836721678,0.12562814070351758,0.8558558558558559,0.8482142857142857,0.9623893805309734,0.9413854351687388,0.852017937219731,0.8182452363868293,0.01,0.9122016656198929,343.0
rep0_fold1,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.7957189003753532,0.8741030853862712,0.30150753768844224,0.7477477477477478,0.7614678899082569,0.9424778761061947,0.9040852575488455,0.7545454545454545,0.6902256238539426,,,
rep0_fold1,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8170199244371694,0.8858327353902575,0.3919597989949749,0.7837837837837838,0.75,0.9358407079646017,0.9058614564831261,0.7665198237885462,0.7196244917483856,0.01,0.9294594951121312,343.0
rep0_fold1,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8310961653668912,0.8902176512795983,0.135678391959799,0.7747747747747747,0.7747747747747747,0.9446902654867256,0.911190053285968,0.7747747747747747,0.7194650402615004,0.01,0.9271873363391921,343.0
rep0_fold2,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.8335722942632493,0.8942033576179917,0.3165829145728643,0.8035714285714286,0.8571428571428571,0.9667405764966741,0.9342806394316163,0.8294930875576036,0.7703120050681027,,,
rep0_fold2,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8766238772642688,0.9282150776053216,0.5025125628140703,0.8125,0.8504672897196262,0.9645232815964523,0.9342806394316163,0.8310502283105022,0.7770232815964522,0.06309573444801933,0.9202727108923456,343.0
rep0_fold2,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8727614538148301,0.9275815647766867,0.1457286432160804,0.8125,0.8504672897196262,0.9645232815964523,0.9342806394316163,0.8310502283105022,0.7770232815964522,0.01,0.9206574352898685,343.0
rep0_fold3,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.8115263547746989,0.9114863794741843,0.23115577889447236,0.8392857142857143,0.752,0.9312638580931264,0.9129662522202486,0.7932489451476793,0.7705495723788407,,,
rep0_fold3,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8771919700823602,0.9185936015204308,0.47738693467336685,0.8303571428571429,0.8303571428571429,0.9578713968957872,0.9325044404973357,0.8303571428571429,0.7882285397529301,0.01,0.918471697521955,343.0
rep0_fold3,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.879932200674784,0.9202367754197023,0.1457286432160804,0.8214285714285714,0.8440366972477065,0.9623059866962306,0.9342806394316163,0.832579185520362,0.7837345581248019,0.01,0.911392412055749,343.0
rep0_fold4,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.784170461512548,0.8905111656636047,0.36180904522613067,0.75,0.8076923076923077,0.9556541019955654,0.9147424511545293,0.7777777777777778,0.7056541019955653,,,
rep0_fold4,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8586260974117044,0.9102589483687044,0.4371859296482412,0.8303571428571429,0.7948717948717948,0.9467849223946785,0.9236234458259325,0.8122270742358079,0.7771420652518213,0.3981071705534973,0.9310336195188701,343.0
rep0_fold4,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8596228658846775,0.9121792841305036,0.17587939698492464,0.8214285714285714,0.8070175438596491,0.9512195121951219,0.9253996447602132,0.8141592920353983,0.7726480836236933,0.06309573444801933,0.930701398627105,343.0
rep1_fold0,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.8138963816492506,0.8835804831380053,0.32160804020100503,0.7747747747747747,0.8514851485148515,0.9668141592920354,0.9289520426287744,0.8113207547169812,0.7415889340668103,,,
rep1_fold0,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8437524655082774,0.9033923303834808,0.4321608040201005,0.7747747747747747,0.7678571428571429,0.9424778761061947,0.9094138543516874,0.7713004484304933,0.7172526508809693,0.01,0.9234555437499545,343.0
rep1_fold0,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8514867157880119,0.9100494299609344,0.10552763819095477,0.7837837837837838,0.7372881355932204,0.9314159292035398,0.9023090586145648,0.759825327510917,0.7151997129873235,0.01,0.9163154511681381,343.0
rep1_fold1,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.8501763196667709,0.9036913019213905,0.2964824120603015,0.8108108108108109,0.7964601769911505,0.9491150442477876,0.9218472468916519,0.8035714285714286,0.7599258550585986,,,
rep1_fold1,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.884778083305616,0.9250578011639959,0.4623115577889447,0.8468468468468469,0.7833333333333333,0.9424778761061947,0.9236234458259325,0.8138528138528138,0.7893247229530416,2.5118864315095824,0.9216828547761308,343.0
rep1_fold1,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8908402775896549,0.9327513354062026,0.18090452261306533,0.8378378378378378,0.8157894736842105,0.9535398230088495,0.9307282415630551,0.8266666666666667,0.7913776608466874,0.06309573444801933,0.9215001068415348,343.0
rep1_fold2,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.8499741597144641,0.9081703357617993,0.32663316582914576,0.8035714285714286,0.8571428571428571,0.9667405764966741,0.9342806394316163,0.8294930875576036,0.7703120050681027,,,
rep1_fold2,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8708310175141292,0.9067350332594235,0.4120603015075377,0.8392857142857143,0.8468468468468469,0.9623059866962306,0.9378330373001776,0.8430493273542601,0.8015917009819449,0.01,0.924616013815327,343.0
rep1_fold2,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.876731793045102,0.9147529299968326,0.1407035175879397,0.8214285714285714,0.8440366972477065,0.9623059866962306,0.9342806394316163,0.832579185520362,0.7837345581248019,0.01,0.9225579818486015,343.0
rep1_fold3,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.8445713333148335,0.9241863319607222,0.24120603015075376,0.8214285714285714,0.7796610169491526,0.9423503325942351,0.9182948490230906,0.8,0.7637789040228065,,,
rep1_fold3,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8713950959950906,0.938351282863478,0.4120603015075377,0.8571428571428571,0.7741935483870968,0.9379157427937915,0.9218472468916519,0.8135593220338984,0.7950585999366486,0.01,0.9147402575489042,343.0
rep1_fold3,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8759763262160392,0.9343918276845107,0.12562814070351758,0.8482142857142857,0.76,0.9334811529933481,0.91651865008881,0.8016877637130801,0.7816954387076338,0.01,0.91239135967558,343.0
rep1_fold4,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.8370722853080179,0.9282645707950585,0.32160804020100503,0.7678571428571429,0.8113207547169812,0.9556541019955654,0.9182948490230906,0.7889908256880734,0.7235112448527083,,,
rep1_fold4,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8739768748502575,0.9286506176750079,0.457286432160804,0.8482142857142857,0.8482142857142857,0.9623059866962306,0.9396092362344582,0.8482142857142857,0.8105202724105163,0.01,0.9192762490912951,343.0
rep1_fold4,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8815330145573873,0.9218007602153944,0.12562814070351758,0.8571428571428571,0.8067226890756303,0.9490022172949002,0.9307282415630551,0.8311688311688312,0.8061450744377572,0.06309573444801933,0.9179204483754195,343.0
rep2_fold0,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.8268373002680494,0.8853743123654628,0.24623115577889448,0.7747747747747747,0.7543859649122807,0.9380530973451328,0.9058614564831261,0.7644444444444445,0.7128278721199075,,,
rep2_fold0,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8671100425170173,0.9266124531611257,0.4371859296482412,0.7837837837837838,0.7909090909090909,0.9491150442477876,0.91651865008881,0.7873303167420814,0.7328988280315714,0.01,0.9226168200790904,343.0
rep2_fold0,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8767175276708893,0.934106673044726,0.12060301507537688,0.7837837837837838,0.7981651376146789,0.9513274336283186,0.9182948490230906,0.7909090909090909,0.7351112174121024,0.01,0.9185361956600362,343.0
rep2_fold1,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.8581933277400751,0.9193275133540619,0.25125628140703515,0.8378378378378378,0.7815126050420168,0.9424778761061947,0.9218472468916519,0.808695652173913,0.7803157139440327,,,
rep2_fold1,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.9093992735570819,0.9399266523160328,0.4170854271356784,0.8918918918918919,0.8319327731092437,0.9557522123893806,0.9431616341030196,0.8608695652173913,0.8476441042812723,0.01,0.9153191209296909,343.0
rep2_fold1,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.9133035233762217,0.937714262935502,0.15075376884422112,0.9009009009009009,0.8064516129032258,0.9469026548672567,0.9378330373001776,0.851063829787234,0.8478035557681576,0.01,0.9141127248620432,343.0
rep2_fold2,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.790425966817724,0.8817310738042445,0.30150753768844224,0.7589285714285714,0.8252427184466019,0.9600886917960089,0.9200710479573713,0.7906976744186046,0.7190172632245804,,,
rep2_fold2,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8247218850788453,0.8987963256255939,0.4120603015075377,0.7857142857142857,0.7652173913043478,0.9401330376940134,0.9094138543516874,0.775330396475771,0.7258473234082992,0.3981071705534973,0.9244008272804901,343.0
rep2_fold2,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8237007445599677,0.8971333544504275,0.135678391959799,0.7857142857142857,0.7586206896551724,0.9379157427937915,0.9076376554174067,0.7719298245614035,0.7236300285080772,0.06309573444801933,0.9260249457689759,343.0
rep2_fold3,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.8433969057111312,0.9325902755780804,0.32160804020100503,0.8125,0.883495145631068,0.9733924611973392,0.9413854351687388,0.8465116279069768,0.7858924611973392,,,
rep2_fold3,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8902096573475275,0.9348867595818816,0.457286432160804,0.8571428571428571,0.8571428571428571,0.9645232815964523,0.9431616341030196,0.8571428571428571,0.8216661387393094,0.01,0.9182532216713581,343.0
rep2_fold3,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8951302211171537,0.9349065568577762,0.135678391959799,0.875,0.8235294117647058,0.9534368070953437,0.9378330373001776,0.8484848484848485,0.8284368070953438,0.01,0.9149282005142784,343.0
rep2_fold4,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.833036310117023,0.903646658219829,0.3417085427135678,0.7946428571428571,0.8018018018018018,0.9512195121951219,0.9200710479573713,0.7982062780269058,0.7458623693379791,,,
rep2_fold4,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8561807564929027,0.8934114665821983,0.45226130653266333,0.8303571428571429,0.7622950819672131,0.9356984478935698,0.9147424511545293,0.7948717948717948,0.7660555907507127,0.3981071705534973,0.9273426557061644,343.0
rep2_fold4,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8526989343243236,0.8910357934748178,0.1457286432160804,0.8303571428571429,0.6940298507462687,0.9090909090909091,0.8934280639431617,0.7560975609756098,0.739448051948052,0.3981071705534973,0.9285103376917019,343.0
rep3_fold0,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.8300754233078433,0.9065016343777406,0.2814070351758794,0.7747747747747747,0.8349514563106796,0.9623893805309734,0.9253996447602132,0.8037383177570093,0.7371641553057482,,,
rep3_fold0,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8900275365140055,0.9320338037152197,0.3969849246231156,0.8468468468468469,0.7580645161290323,0.9336283185840708,0.91651865008881,0.8,0.7804751654309177,0.3981071705534973,0.9132949069860316,343.0
rep3_fold0,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8861130883623494,0.9278083393127641,0.11557788944723618,0.8468468468468469,0.7401574803149606,0.9269911504424779,0.911190053285968,0.7899159663865546,0.7738379972893248,0.06309573444801933,0.9129072624752657,343.0
rep3_fold1,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.8203141552697578,0.904548353663398,0.24120603015075376,0.7837837837837838,0.7909090909090909,0.9491150442477876,0.91651865008881,0.7873303167420814,0.7328988280315714,,,
rep3_fold1,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8538819322235071,0.8982101570597144,0.3969849246231156,0.8198198198198198,0.7711864406779662,0.9402654867256637,0.91651865008881,0.7947598253275109,0.7600853065454833,0.01,0.925082158042442,343.0
rep3_fold1,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8573667793217965,0.9002232320816392,0.1306532663316583,0.8108108108108109,0.7692307692307693,0.9402654867256637,0.9147424511545293,0.7894736842105263,0.7510762975364744,0.01,0.920536486350136,343.0
rep3_fold2,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.8375447004342866,0.8881255939182768,0.3065326633165829,0.8035714285714286,0.8411214953271028,0.9623059866962306,0.9307282415630551,0.821917808219178,0.7658774152676591,,,
rep3_fold2,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8647188316531508,0.9056659803611024,0.49246231155778897,0.7767857142857143,0.8787878787878788,0.9733924611973392,0.9342806394316163,0.8246445497630331,0.7501781754830534,0.01,0.921406244256252,343.0
rep3_fold2,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8663815686744263,0.907269559708584,0.16080402010050251,0.7857142857142857,0.8543689320388349,0.9667405764966741,0.9307282415630551,0.8186046511627907,0.7524548622109597,0.01,0.9193679732933674,343.0
rep3_fold3,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.884099099466955,0.9383215869496357,0.32160804020100503,0.8214285714285714,0.8214285714285714,0.9556541019955654,0.9289520426287744,0.8214285714285714,0.777082673424137,,,
rep3_fold3,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8955085272335077,0.9334217611656636,0.4321608040201005,0.875,0.765625,0.9334811529933481,0.9218472468916519,0.8166666666666667,0.8084811529933482,0.3981071705534973,0.9159104253532223,343.0
rep3_fold3,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8939005312194798,0.9309866962305987,0.1306532663316583,0.875,0.7368421052631579,0.9223946784922394,0.9129662522202486,0.8,0.7973946784922394,0.06309573444801933,0.9170920429894989,343.0
rep3_fold4,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.8096536755504793,0.8937282229965157,0.3165829145728643,0.7946428571428571,0.7606837606837606,0.9379157427937915,0.9094138543516874,0.777292576419214,0.7325585999366486,,,
rep3_fold4,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8321936048828891,0.9124960405448211,0.4321608040201005,0.8125,0.7459016393442623,0.9312638580931264,0.9076376554174067,0.7777777777777778,0.7437638580931263,0.01,0.9222890112346956,343.0
rep3_fold4,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.836119798286639,0.9089325308837504,0.21608040201005024,0.8214285714285714,0.696969696969697,0.9113082039911308,0.8934280639431617,0.7540983606557377,0.7327367754197023,100.0,0.9207692218071492,343.0
rep4_fold0,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.8106133912527762,0.8987881686996733,0.33668341708542715,0.7747747747747747,0.8349514563106796,0.9623893805309734,0.9253996447602132,0.8037383177570093,0.7371641553057482,,,
rep4_fold0,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8710897527234536,0.9221677429642031,0.38190954773869346,0.8468468468468469,0.7768595041322314,0.9402654867256637,0.9218472468916519,0.8103448275862069,0.7871123335725105,0.3981071705534973,0.9164278824215556,343.0
rep4_fold0,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8748293008130477,0.9255760184963726,0.12060301507537688,0.8468468468468469,0.752,0.9314159292035398,0.9147424511545293,0.7966101694915254,0.7782627760503866,0.01,0.9172201755648989,343.0
rep4_fold1,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.8661516930316309,0.9223072630152276,0.3165829145728643,0.8288288288288288,0.8440366972477065,0.9623893805309734,0.9360568383658969,0.8363636363636363,0.7912182093598021,,,
rep4_fold1,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8813751665313482,0.9227856174758831,0.4120603015075377,0.8468468468468469,0.7768595041322314,0.9402654867256637,0.9218472468916519,0.8103448275862069,0.7871123335725105,0.01,0.9145216214334148,343.0
rep4_fold1,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.89214996309911,0.9235031491668659,0.12562814070351758,0.8468468468468469,0.7642276422764228,0.9358407079646017,0.9182948490230906,0.8034188034188035,0.7826875548114485,0.01,0.9114697340173219,343.0
rep4_fold2,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.8091198478243553,0.8913129553373456,0.2914572864321608,0.7589285714285714,0.7657657657657657,0.9423503325942351,0.9058614564831261,0.7623318385650224,0.7012789040228065,,,
rep4_fold2,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8689888712885593,0.9139016471333545,0.34673366834170855,0.8482142857142857,0.7364341085271318,0.9246119733924612,0.9094138543516874,0.7883817427385892,0.772826259106747,0.06309573444801933,0.9199906583432416,343.0
rep4_fold2,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8694421221684402,0.9136442825467215,0.135678391959799,0.8571428571428571,0.7218045112781954,0.917960088691796,0.9058614564831261,0.7836734693877551,0.7751029458346532,0.01,0.9190559402632136,343.0
rep4_fold3,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.809700510663458,0.8991526765917011,0.35175879396984927,0.7946428571428571,0.7606837606837606,0.9379157427937915,0.9094138543516874,0.777292576419214,0.7325585999366486,,,
rep4_fold3,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8156086453816119,0.9033694963573013,0.3969849246231156,0.7946428571428571,0.6846153846153846,0.9090909090909091,0.8863232682060391,0.7355371900826446,0.7037337662337662,0.3981071705534973,0.9289998682264954,343.0
rep4_fold3,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8141067910642377,0.9040228064618308,0.12060301507537688,0.7946428571428571,0.7542372881355932,0.9356984478935698,0.9076376554174067,0.7739130434782608,0.7303413050364269,0.06309573444801933,0.9281347028537601,343.0
rep4_fold4,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.8642369340465851,0.9251761957554641,0.3417085427135678,0.8571428571428571,0.897196261682243,0.975609756097561,0.9520426287744227,0.8767123287671232,0.8327526132404182,,,
rep4_fold4,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8912569587534341,0.9213454228698131,0.4120603015075377,0.8482142857142857,0.811965811965812,0.9512195121951219,0.9307282415630551,0.8296943231441049,0.7994337979094075,0.01,0.9219524966559461,343.0
rep4_fold4,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8996925429965962,0.9272054165346849,0.19597989949748745,0.8660714285714286,0.8362068965517241,0.9578713968957872,0.9396092362344582,0.8508771929824561,0.8239428254672156,0.01,0.9193957441577233,343.0
rep5_fold0,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.8109580100553245,0.8962469106274416,0.3316582914572864,0.7657657657657657,0.7456140350877193,0.9358407079646017,0.9023090586145648,0.7555555555555555,0.7016064737303673,,,
rep5_fold0,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.8715401516146275,0.9225265088096947,0.4824120603015075,0.8108108108108109,0.782608695652174,0.9446902654867256,0.9182948490230906,0.7964601769911505,0.7555010762975365,0.06309573444801933,0.9221175110462178,343.0
rep5_fold0,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8711530485920496,0.9213704855297775,0.1407035175879397,0.8018018018018018,0.7876106194690266,0.9469026548672567,0.9182948490230906,0.7946428571428571,0.7487044566690586,0.01,0.922649894641843,343.0
rep5_fold1,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.828127455660977,0.8980307741369687,0.38190954773869346,0.7657657657657657,0.8333333333333334,0.9623893805309734,0.9236234458259325,0.7981220657276995,0.7281551462967393,,,
rep5_fold1,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional logistic regression (L2),inner-CV C,0.862214310247596,0.9109862074463845,0.4271356783919598,0.8198198198198198,0.8053097345132744,0.9513274336283186,0.9253996447602132,0.8125,0.7711472534481385,0.01,0.9241283813917427,343.0
rep5_fold1,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Functional linear,Functional linear SVM,inner-CV C,0.8591113886877705,0.9030734274097106,0.12562814070351758,0.8108108108108109,0.8181818181818182,0.9557522123893806,0.9271758436944938,0.8144796380090498,0.7665630232001914,0.06309573444801933,0.9226194541721418,343.0
rep5_fold2,12.0,"Gaussian-smoothed L2-normalised spectra, sigma=12",Distance-based functional,weighted kNN + seuclidean,k=5,0.7848145567631741,0.8726243268926195,0.2562814070351759,0.7321428571428571,0.780952380952381,0.9490022172949002,0.9058614564831261,0.7557603686635944,0.6811450744377572,,,
