split,sigma,representation,family,method,tuning,pr_auc,roc_auc,youden_threshold,sensitivity,precision,specificity,accuracy,f1,youden_j,best_C,best_cv_roc_auc,n_nonzero_coefs
rep1_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8339531445061459,0.9054482103262591,0.22613065326633167,0.7946428571428571,0.7672413793103449,0.9401330376940134,0.911190053285968,0.7807017543859649,0.7347758948368703,,,
rep1_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8723345314607354,0.9130107697180868,0.4020100502512563,0.8303571428571429,0.8303571428571429,0.9578713968957872,0.9325044404973357,0.8303571428571429,0.7882285397529301,0.01,0.9199630130252888,343.0
rep1_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8774151444273324,0.919187519797276,0.16080402010050251,0.8214285714285714,0.8518518518518519,0.9645232815964523,0.9360568383658969,0.8363636363636363,0.7859518530250238,0.01,0.9130314705661982,343.0
rep1_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8378804540118826,0.9177720145707952,0.2814070351758794,0.7946428571428571,0.8090909090909091,0.9534368070953437,0.9218472468916519,0.8018018018018018,0.7480796642382008,,,
rep1_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8671153852507354,0.9352035159961989,0.3869346733668342,0.8571428571428571,0.7741935483870968,0.9379157427937915,0.9218472468916519,0.8135593220338984,0.7950585999366486,0.01,0.9120668975515237,343.0
rep1_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.858188382433143,0.9201179917643333,0.1407035175879397,0.8392857142857143,0.7768595041322314,0.9401330376940134,0.9200710479573713,0.8068669527896996,0.7794187519797275,0.01,0.908464318406569,343.0
rep1_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8320202233702128,0.9077050997782704,0.23115577889447236,0.8035714285714286,0.7758620689655172,0.9423503325942351,0.9147424511545293,0.7894736842105263,0.7459217611656637,,,
rep1_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.873855115001311,0.9247109597719355,0.47738693467336685,0.8214285714285714,0.8440366972477065,0.9623059866962306,0.9342806394316163,0.832579185520362,0.7837345581248019,0.01,0.9174373709257431,343.0
rep1_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8871092980005835,0.9300760215394361,0.1457286432160804,0.8660714285714286,0.7950819672131147,0.9445676274944568,0.9289520426287744,0.8290598290598291,0.8106390560658854,0.01,0.9136083311789571,343.0
rep2_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8220550840733032,0.8789962528900583,0.22110552763819097,0.7657657657657657,0.794392523364486,0.9513274336283186,0.9147424511545293,0.7798165137614679,0.7170931993940843,,,
rep2_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8625665829286213,0.9258749900342821,0.40703517587939697,0.7837837837837838,0.7631578947368421,0.9402654867256637,0.9094138543516874,0.7733333333333333,0.7240492705094475,0.01,0.9232965212027734,343.0
rep2_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8626456095315401,0.9236426692178905,0.12060301507537688,0.8018018018018018,0.7063492063492064,0.918141592920354,0.8952042628774423,0.7510548523206751,0.7199433947221558,0.01,0.9172923905244029,343.0
rep2_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8498924258513905,0.9135075340827553,0.24120603015075376,0.8108108108108109,0.8181818181818182,0.9557522123893806,0.9271758436944938,0.8144796380090498,0.7665630232001914,,,
rep2_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.9137607151086938,0.9408235669297615,0.4020100502512563,0.8918918918918919,0.825,0.9535398230088495,0.9413854351687388,0.8571428571428571,0.8454317149007413,0.01,0.9108358141728724,343.0
rep2_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.9217071319568508,0.9470222434824204,0.1658291457286432,0.8918918918918919,0.8048780487804879,0.9469026548672567,0.9360568383658969,0.8461538461538461,0.8387945467591487,0.01,0.9023523465014119,343.0
rep2_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.7748109275023883,0.8714166930630345,0.23115577889447236,0.7410714285714286,0.7757009345794392,0.9467849223946785,0.9058614564831261,0.7579908675799086,0.6878563509661071,,,
rep2_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8158284289788688,0.8852945834653152,0.47738693467336685,0.7767857142857143,0.7981651376146789,0.9512195121951219,0.91651865008881,0.7873303167420814,0.7280052264808363,0.06309573444801933,0.9224498612862903,343.0
rep2_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8171493419435464,0.8855123535001583,0.15075376884422112,0.7767857142857143,0.7837837837837838,0.9467849223946785,0.9129662522202486,0.7802690582959642,0.7235706366803929,0.01,0.9224117453983226,343.0
rep2_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8449452149945178,0.9258592017738358,0.22613065326633167,0.8214285714285714,0.8440366972477065,0.9623059866962306,0.9342806394316163,0.832579185520362,0.7837345581248019,,,
rep2_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.888942462824372,0.9352035159961989,0.34673366834170855,0.8839285714285714,0.7857142857142857,0.9401330376940134,0.9289520426287744,0.8319327731092437,0.8240616091225847,0.01,0.9152366429173048,343.0
rep2_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8901160217704256,0.9406279695913843,0.15577889447236182,0.8571428571428571,0.8571428571428571,0.9645232815964523,0.9431616341030196,0.8571428571428571,0.8216661387393094,0.01,0.9095123044514336,343.0
rep2_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8273871770237202,0.8922335286664556,0.23115577889447236,0.7946428571428571,0.7295081967213115,0.926829268292683,0.9005328596802842,0.7606837606837606,0.7214721254355401,,,
rep2_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8536215423144045,0.8941835603420968,0.4170854271356784,0.8303571428571429,0.75,0.9312638580931264,0.911190053285968,0.788135593220339,0.7616210009502693,0.06309573444801933,0.9308416339593178,343.0
rep2_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8536987972772735,0.8925007918910358,0.15577889447236182,0.8303571428571429,0.7560975609756098,0.9334811529933481,0.9129662522202486,0.7914893617021277,0.763838295850491,0.01,0.9317387634462708,343.0
rep3_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8103606235736646,0.8880650562066491,0.24623115577889448,0.7567567567567568,0.84,0.9646017699115044,0.9236234458259325,0.7962085308056872,0.7213585266682612,,,
rep3_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8937440740830612,0.9341465359164475,0.35678391959798994,0.8648648648648649,0.7384615384615385,0.9247787610619469,0.9129662522202486,0.7966804979253111,0.7896436259268118,0.06309573444801933,0.9094368572465142,343.0
rep3_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8898351512663693,0.9316351749980069,0.1306532663316583,0.8198198198198198,0.8272727272727273,0.9579646017699115,0.9307282415630551,0.8235294117647058,0.7777844215897312,0.01,0.9108130904828152,343.0
rep3_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8248997943061797,0.9009108666188314,0.23115577889447236,0.7837837837837838,0.7767857142857143,0.9446902654867256,0.9129662522202486,0.7802690582959642,0.7284740492705093,,,
rep3_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8529963902411948,0.9011400781312285,0.38190954773869346,0.8198198198198198,0.7647058823529411,0.9380530973451328,0.9147424511545293,0.7913043478260869,0.7578729171649525,0.01,0.9178790945600698,343.0
rep3_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8571467075443899,0.9055050625847085,0.12562814070351758,0.8108108108108109,0.7692307692307693,0.9402654867256637,0.9147424511545293,0.7894736842105263,0.7510762975364744,0.01,0.9059980858676493,343.0
rep3_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8347245746778269,0.8985686569528033,0.21105527638190955,0.7946428571428571,0.7946428571428571,0.9490022172949002,0.9182948490230906,0.7946428571428571,0.7436450744377572,,,
rep3_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8545757878988687,0.8960840988280013,0.4321608040201005,0.7857142857142857,0.8301886792452831,0.9600886917960089,0.9253996447602132,0.8073394495412844,0.7458029775102946,0.06309573444801933,0.9231370771873347,343.0
rep3_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.849000182978541,0.8910555907507127,0.17587939698492464,0.7767857142857143,0.8613861386138614,0.9689578713968958,0.9307282415630551,0.8169014084507042,0.74574358568261,0.01,0.9221791079134608,343.0
rep3_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8564854467758867,0.9234439341146657,0.23618090452261306,0.8214285714285714,0.7863247863247863,0.9445676274944568,0.9200710479573713,0.8034934497816594,0.7659961989230282,,,
rep3_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8985872596317075,0.9452209375989864,0.4371859296482412,0.8839285714285714,0.7983870967741935,0.9445676274944568,0.9325044404973357,0.8389830508474576,0.8284961989230282,0.01,0.9144052244177107,343.0
rep3_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8851503405331539,0.9296404814697498,0.1407035175879397,0.875,0.725925925925926,0.917960088691796,0.9094138543516874,0.7935222672064778,0.792960088691796,0.01,0.9133600506122748,343.0
rep3_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.7886879059420443,0.8878682293316441,0.2814070351758794,0.7946428571428571,0.7295081967213115,0.926829268292683,0.9005328596802842,0.7606837606837606,0.7214721254355401,,,
rep3_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8389428266168899,0.915049889135255,0.44221105527638194,0.8035714285714286,0.7894736842105263,0.9467849223946785,0.9182948490230906,0.7964601769911505,0.7503563509661071,0.06309573444801933,0.919714230272994,343.0
rep3_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8381600991606146,0.9150102945834653,0.20603015075376885,0.8035714285714286,0.7627118644067796,0.9379157427937915,0.911190053285968,0.782608695652174,0.74148717136522,0.01,0.9215963215104779,343.0
rep4_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.7941199534089359,0.8803515905285817,0.25125628140703515,0.7387387387387387,0.7961165048543689,0.9535398230088495,0.911190053285968,0.7663551401869159,0.6922785617475884,,,
rep4_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8764556184265938,0.9317348321773101,0.46733668341708545,0.8108108108108109,0.8256880733944955,0.9579646017699115,0.9289520426287744,0.8181818181818182,0.7687754125807222,0.01,0.9081983573968865,343.0
rep4_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8733525216754172,0.9262935501873555,0.15075376884422112,0.8288288288288288,0.8141592920353983,0.9535398230088495,0.9289520426287744,0.8214285714285714,0.7823686518376785,0.01,0.9020161162716868,343.0
rep4_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8658143261049522,0.9240711950888941,0.22613065326633167,0.8378378378378378,0.7815126050420168,0.9424778761061947,0.9218472468916519,0.808695652173913,0.7803157139440327,,,
rep4_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.883673908100239,0.9251175954715777,0.3969849246231156,0.8468468468468469,0.7899159663865546,0.9446902654867256,0.9253996447602132,0.8173913043478261,0.7915371123335726,0.01,0.9108438277517333,343.0
rep4_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8854657305554373,0.9230845890137925,0.135678391959799,0.8288288288288288,0.8,0.9491150442477876,0.9253996447602132,0.8141592920353983,0.7779438730766164,0.01,0.9070680470451987,343.0
rep4_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8076287132299367,0.8824536743744061,0.20603015075376885,0.7767857142857143,0.7310924369747899,0.9290465631929047,0.8987566607460036,0.7532467532467533,0.705832277478619,,,
rep4_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8639615614247734,0.9188707633829585,0.34673366834170855,0.8482142857142857,0.7480314960629921,0.9290465631929047,0.9129662522202486,0.7949790794979079,0.7772608489071904,0.01,0.9190679927179067,343.0
rep4_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8636764163143938,0.9155646183085208,0.15577889447236182,0.8303571428571429,0.75,0.9312638580931264,0.911190053285968,0.788135593220339,0.7616210009502693,0.01,0.9126925706057906,343.0
rep4_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8075700645488544,0.8941637630662019,0.2864321608040201,0.7767857142857143,0.7767857142857143,0.9445676274944568,0.911190053285968,0.7767857142857143,0.721353341780171,,,
rep4_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8249589377890966,0.9005582831802345,0.4170854271356784,0.8035714285714286,0.6976744186046512,0.9135254988913526,0.8916518650088809,0.7468879668049793,0.7170969274627812,0.01,0.9263712278578832,343.0
rep4_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8219454657995697,0.9027755780804562,0.12060301507537688,0.7946428571428571,0.7478991596638656,0.9334811529933481,0.9058614564831261,0.7705627705627706,0.7281240101362052,0.01,0.9230840463866842,343.0
rep4_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8628057172752167,0.9278191320874247,0.21608040201005024,0.8303571428571429,0.8017241379310345,0.9490022172949002,0.9253996447602132,0.8157894736842105,0.7793593601520432,,,
rep4_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8916142743968419,0.9207317073170731,0.4221105527638191,0.8482142857142857,0.8333333333333334,0.9578713968957872,0.9360568383658969,0.8407079646017699,0.8060856826100729,0.06309573444801933,0.9211147003990767,343.0
rep4_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8925322011603274,0.9227510294583465,0.22110552763819097,0.8482142857142857,0.8050847457627118,0.9490022172949002,0.9289520426287744,0.8260869565217391,0.797216503009186,0.01,0.9214763995862795,343.0
rep5_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.7997804086410499,0.8941840070158654,0.21608040201005024,0.8018018018018018,0.7235772357723578,0.9247787610619469,0.9005328596802842,0.7606837606837606,0.7265805628637487,,,
rep5_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8659540158725594,0.9253368412660449,0.4221105527638191,0.8288288288288288,0.7540983606557377,0.9336283185840708,0.9129662522202486,0.7896995708154506,0.7624571474128996,0.01,0.9176873560825234,343.0
rep5_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8665249322393418,0.9177429642031412,0.15577889447236182,0.8018018018018018,0.7946428571428571,0.9491150442477876,0.9200710479573713,0.7982062780269058,0.7509168460495894,0.01,0.91562141093228,343.0
rep5_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8257348398861247,0.8936857211193494,0.38190954773869346,0.7477477477477478,0.8058252427184466,0.9557522123893806,0.9147424511545293,0.7757009345794392,0.7034999601371283,,,
rep5_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8580485301471732,0.9035916447420871,0.4472361809045226,0.8108108108108109,0.8333333333333334,0.9601769911504425,0.9307282415630551,0.821917808219178,0.7709878019612533,0.01,0.9224185272855001,343.0
rep5_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.848401577646575,0.8940046240931198,0.1306532663316583,0.8108108108108109,0.7758620689655172,0.9424778761061947,0.91651865008881,0.7929515418502202,0.7532886869170055,0.01,0.9206510508479262,343.0
rep5_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.7736873273800626,0.862626702565727,0.20100502512562815,0.7410714285714286,0.680327868852459,0.9135254988913526,0.8792184724689165,0.7094017094017094,0.6545969274627812,,,
rep5_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8308767119572574,0.895886126069053,0.4472361809045226,0.7857142857142857,0.822429906542056,0.9578713968957872,0.9236234458259325,0.8036529680365296,0.7435856826100729,0.01,0.9221400127635495,343.0
rep5_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8299228791691298,0.8977470700031676,0.15577889447236182,0.7767857142857143,0.8130841121495327,0.9556541019955654,0.9200710479573713,0.7945205479452054,0.7324398162812797,0.01,0.9192128732670327,343.0
rep5_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8540376947937214,0.9298186569528034,0.3919597989949749,0.8214285714285714,0.8363636363636363,0.9600886917960089,0.9325044404973357,0.8288288288288288,0.7815172632245804,,,
rep5_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.882405675404152,0.9266708900855242,0.4170854271356784,0.875,0.7777777777777778,0.9379157427937915,0.9253996447602132,0.8235294117647058,0.8129157427937916,0.01,0.9149350804571657,343.0
rep5_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8863570616465141,0.9277795375356351,0.1407035175879397,0.8839285714285714,0.7557251908396947,0.9290465631929047,0.9200710479573713,0.8148148148148148,0.812975134621476,0.01,0.9145940964264673,343.0
rep5_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8814843666587145,0.9286407190370605,0.38190954773869346,0.8214285714285714,0.8598130841121495,0.9667405764966741,0.9378330373001776,0.8401826484018264,0.7881691479252455,,,
rep5_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.9155016700944621,0.9555353183401963,0.3869346733668342,0.875,0.8166666666666667,0.9512195121951219,0.9360568383658969,0.8448275862068966,0.8262195121951219,0.01,0.9114784364511226,343.0
rep5_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.9232675086408879,0.9628603104212861,0.16080402010050251,0.8660714285714286,0.8738738738738738,0.9689578713968958,0.9484902309058615,0.8699551569506726,0.8350292999683244,0.01,0.9098962002426964,343.0
rep6_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.7977088603560953,0.8845371920593159,0.24623115577889448,0.7567567567567568,0.7368421052631579,0.9336283185840708,0.8987566607460036,0.7466666666666667,0.6903850753408276,,,
rep6_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.838931154372564,0.8940245555289803,0.3969849246231156,0.8108108108108109,0.743801652892562,0.9314159292035398,0.9076376554174067,0.7758620689655172,0.7422267400143507,0.01,0.9246404404243155,343.0
rep6_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8417452465662447,0.9070397831459779,0.1658291457286432,0.7927927927927928,0.7652173913043478,0.9402654867256637,0.911190053285968,0.7787610619469026,0.7330582795184566,0.01,0.9213069771176583,343.0
rep6_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8845481637010926,0.9250976640357171,0.23618090452261306,0.8288288288288288,0.8141592920353983,0.9535398230088495,0.9289520426287744,0.8214285714285714,0.7823686518376785,,,
rep6_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8983850414911436,0.9490353185043451,0.4221105527638191,0.8558558558558559,0.8189655172413793,0.9535398230088495,0.9342806394316163,0.8370044052863436,0.8093956788647054,0.01,0.9094894216245214,343.0
rep6_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.901102286334717,0.9457466315873395,0.15577889447236182,0.8648648648648649,0.8421052631578947,0.9601769911504425,0.9413854351687388,0.8533333333333334,0.8250418560153074,0.01,0.9055763836467244,343.0
rep6_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8170559237049329,0.9025974025974026,0.21608040201005024,0.7857142857142857,0.7586206896551724,0.9379157427937915,0.9076376554174067,0.7719298245614035,0.7236300285080772,,,
rep6_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8658624953712608,0.920989071903706,0.38190954773869346,0.8303571428571429,0.788135593220339,0.9445676274944568,0.9218472468916519,0.808695652173913,0.7749247703515998,0.01,0.9152496244153806,343.0
rep6_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8676509041789535,0.9208504909724421,0.1457286432160804,0.8214285714285714,0.8518518518518519,0.9645232815964523,0.9360568383658969,0.8363636363636363,0.7859518530250238,0.01,0.9066582329614951,343.0
rep6_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8295648477698767,0.9093779695913843,0.22110552763819097,0.8035714285714286,0.8256880733944955,0.9578713968957872,0.9271758436944938,0.8144796380090498,0.7614428254672156,,,
rep6_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8675691035691909,0.9063786822933163,0.4371859296482412,0.8303571428571429,0.808695652173913,0.9512195121951219,0.9271758436944938,0.8193832599118943,0.7815766550522647,0.01,0.9205620200235466,343.0
rep6_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8604867745691068,0.8920058599936649,0.15075376884422112,0.8214285714285714,0.736,0.926829268292683,0.9058614564831261,0.7763713080168776,0.7482578397212545,0.01,0.9202517446430355,343.0
rep6_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8322865353684266,0.8978658536585367,0.2864321608040201,0.7767857142857143,0.8365384615384616,0.9623059866962306,0.9253996447602132,0.8055555555555556,0.7390917009819449,,,
rep6_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8712829728605374,0.9220581248020273,0.4623115577889447,0.8035714285714286,0.8035714285714286,0.9512195121951219,0.9218472468916519,0.8035714285714286,0.7547909407665505,0.06309573444801933,0.9201551241312439,343.0
rep6_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8689280611964051,0.9205337345581247,0.1306532663316583,0.8392857142857143,0.7230769230769231,0.9201773835920177,0.9040852575488455,0.7768595041322314,0.7594630978777319,0.01,0.9198022131922553,343.0
rep7_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8136311099867766,0.8884238220521407,0.21105527638190955,0.7657657657657657,0.7727272727272727,0.9446902654867256,0.9094138543516874,0.7692307692307693,0.7104560312524915,,,
rep7_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8492815137117801,0.8787570756597306,0.457286432160804,0.7837837837837838,0.8365384615384616,0.9623893805309734,0.9271758436944938,0.8093023255813954,0.7461731643147571,0.01,0.9237160159795215,343.0
rep7_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8574826035662864,0.8865303356453799,0.1407035175879397,0.8018018018018018,0.8240740740740741,0.9579646017699115,0.9271758436944938,0.8127853881278538,0.7597664035717133,0.01,0.9149302892220567,343.0
rep7_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.7838373828917667,0.8907458343299052,0.24120603015075376,0.7657657657657657,0.7589285714285714,0.9402654867256637,0.9058614564831261,0.7623318385650224,0.7060312524914294,,,
rep7_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8514442999386298,0.9206728852746551,0.5175879396984925,0.8018018018018018,0.7739130434782608,0.9424778761061947,0.9147424511545293,0.7876106194690266,0.7442796779079965,0.06309573444801933,0.9246112180680678,343.0
