wavelength,mean_d1_non_binary,mean_d1_binary,mean_d2_non_binary,mean_d2_binary
800.0,-7.931993567147624e-05,-9.068911703572158e-05,-6.1454526699861505e-06,-6.596613087563309e-06
802.0,-8.870867171541306e-05,-0.00010146864093666683,8.176717607068041e-07,1.6350388158086373e-06
804.0,-7.604924862864899e-05,-8.4148961772487e-05,8.092513683215172e-06,1.0390058391396578e-05
806.0,-5.633861698255231e-05,-5.9908407371080584e-05,8.615043314882229e-06,9.919006804891705e-06
808.0,-4.1589075369120265e-05,-4.447293455292028e-05,7.407163858660349e-06,7.996186351004334e-06
810.0,-2.6709961547910855e-05,-2.792366196706328e-05,3.2524302788932224e-06,2.7330943490256493e-06
812.0,-2.857935425354728e-05,-3.354055715681776e-05,-6.755934136577149e-07,-1.5330440398872388e-06
814.0,-2.9412335202541768e-05,-3.405583812661226e-05,-2.043201834611306e-06,-1.9546917531518973e-06
816.0,-3.6752161591992543e-05,-4.135932416942528e-05,-6.40481482907765e-06,-7.390632168118261e-06
818.0,-5.503159451885228e-05,-6.361836679908537e-05,-7.974002969687298e-06,-9.552217393234678e-06
820.0,-6.86481734707418e-05,-7.956819374236405e-05,-5.653085501935866e-06,-6.819698990387761e-06
822.0,-7.764393652659582e-05,-9.089716276063634e-05,9.009331304723849e-07,1.684070161949723e-06
824.0,-6.504444094885227e-05,-7.283191309456512e-05,7.746849407159445e-06,1.0482952772957285e-05
826.0,-4.665653889795804e-05,-4.896535166880726e-05,8.187984379812468e-06,9.944191373926258e-06
828.0,-3.229250342960231e-05,-3.3055147598860096e-05,7.383229638111147e-06,8.199792740047453e-06
830.0,-1.7123620345513556e-05,-1.616618070861744e-05,5.17000202275374e-06,5.084970186310971e-06
832.0,-1.1612495338587384e-05,-1.27152668536162e-05,6.897415498465789e-07,-8.613548990244715e-07
834.0,-1.4364654146127257e-05,-1.961160030471533e-05,-4.5391925750867254e-07,-1.4393512338431723e-06
836.0,-1.3428172368622069e-05,-1.847267178898888e-05,-3.5809602112255783e-06,-5.1818427659921366e-06
838.0,-2.8688494991029526e-05,-4.033897136868385e-05,-8.845271933746463e-06,-1.261954521498852e-05
840.0,-4.880926010360785e-05,-6.895085264894294e-05,-9.879406687348076e-06,-1.4142170697917592e-05
842.0,-6.820612174042201e-05,-9.690765416035429e-05,-4.615064499182883e-06,-6.470708662111324e-06
844.0,-6.726951810033936e-05,-9.483368729738836e-05,5.039394172819227e-06,7.725668542624223e-06
846.0,-4.804854504914497e-05,-6.600497998985743e-05,7.237129974198522e-06,1.057186280675907e-05
848.0,-3.832099820354537e-05,-5.254623607035197e-05,4.007345661878936e-06,5.4101186406561735e-06
850.0,-3.2019162401629294e-05,-4.4364505427232684e-05,3.846873169845552e-06,5.397165289222848e-06
852.0,-2.293350552416306e-05,-3.095757491346056e-05,5.184350305066521e-06,8.092781908733895e-06
854.0,-1.1281761181363236e-05,-1.1993377792297158e-05,3.836832126024398e-06,6.8664696176043695e-06
856.0,-7.586177020065522e-06,-3.491696443043084e-06,-1.058137951045053e-06,1.0591486076468979e-07
858.0,-1.5514312985543482e-05,-1.1569718349238404e-05,-6.580856403799307e-06,-7.969892764955781e-06
860.0,-3.3909602635262815e-05,-3.5371267502866237e-05,-7.128866722035025e-06,-8.85604026420367e-06
862.0,-4.402977987368357e-05,-4.69938794060531e-05,-3.825073230479583e-06,-4.290019745807772e-06
864.0,-4.9209895557181096e-05,-5.25313464860973e-05,8.311416643906042e-07,2.0516304440984158e-06
866.0,-4.0705213216121114e-05,-3.8787357629659495e-05,9.258233441768473e-08,-2.416502494306909e-07
