source_id,y,class_name,auc,roughness_d1,roughness_d2
1751329750248988544,0,non_binary,23.76883823933343,0.00025168413271719765,2.2943197964024964e-05
1754922370133351424,0,non_binary,25.361179567693153,0.00016786745248176184,1.2751055179617259e-05
1755143024075390208,0,non_binary,26.927803873985596,0.00040538788083827423,5.102842230825157e-05
1756279128824638848,0,non_binary,26.067525376931172,0.0006315407571201327,9.202482180181654e-05
1758993857393963776,0,non_binary,26.780201841688623,0.0005308006709988219,7.66327556610204e-05
1759463868550744576,0,non_binary,25.913022867397387,0.000464009656700985,5.205110030522563e-05
1759968097711823232,0,non_binary,24.231645927263067,0.0003034571139259901,3.570009336497011e-05
1760662130066900352,0,non_binary,24.286542839749256,0.0015258226117326834,0.0002477880237970185
1762118192700900736,0,non_binary,23.49470250776509,0.0007884610397120365,0.00012856704433616102
1762434023119371264,0,non_binary,25.15258790702763,0.0015260244788443114,0.00024149725602698528
1762904476658229504,0,non_binary,25.929849693050123,0.001057939775433621,0.00016379808453149304
1763211279056787968,0,non_binary,25.796252761765587,0.0006916685423533654,9.718547584289017e-05
1764049003837694720,0,non_binary,25.79254708532539,0.0004931634230730565,7.635445820544949e-05
1764138098639251456,0,non_binary,24.823627422687963,0.0004494165321501836,6.550813984559758e-05
1764538080353570176,0,non_binary,26.02761468425372,0.0003686567459102506,4.733393639664895e-05
1764708332857425024,0,non_binary,26.069130091151024,0.0009848340164122329,0.000161608097508563
1768493259900525312,0,non_binary,23.736867414744182,0.003927203453659081,0.0007046369673034459
1769034155197254144,0,non_binary,25.150785767413076,0.0002833550825037903,3.554395558028917e-05
1771893980645039616,0,non_binary,24.486463159089553,0.00017525069813027977,1.0271185817474741e-05
1772138591918813056,0,non_binary,24.948479689243253,0.00045197223165357114,7.397448705647572e-05
1777173805417611776,1,binary,29.648132623749166,0.0005504468651752185,8.785490848614668e-05
1780738112877673856,0,non_binary,24.69528283562792,0.00029070423862758967,3.202954133445044e-05
