wavelength,mean_non_binary_raw,mean_binary_raw,mean_non_binary_l2,mean_binary_l2,difference_binary_minus_non_binary_l2
376.0,3.4317830491538544e-16,1.5453053685071227e-16,0.11832023893943017,0.11179572287473565,-0.006524516064694522
378.0,3.300396720147504e-16,1.5250436604180067e-16,0.11745284296657801,0.1111691554899279,-0.006283687476650118
380.0,3.226075751211486e-16,1.5218120719487e-16,0.11743377858369922,0.11148529198911596,-0.0059484865945832605
382.0,3.2658049088128295e-16,1.524123426726383e-16,0.11717291768238795,0.11127572963922451,-0.005897188043163443
384.0,3.3667874829271815e-16,1.5329333645960588e-16,0.11758490619584361,0.11126779664085625,-0.006317109554987363
386.0,3.4068370352799193e-16,1.5408632205747374e-16,0.11871490482803772,0.11187519113405765,-0.006839713693980065
388.0,3.347247294837632e-16,1.5373772417773737e-16,0.11931822446972737,0.11228237833399347,-0.007035846135733895
390.0,3.2400105226706096e-16,1.5139062622596646e-16,0.11797161695510067,0.11108776454896957,-0.006883852406131097
392.0,3.157932318623311e-16,1.4796426801118898e-16,0.11519858235661139,0.10855275665455083,-0.0066458257020605566
394.0,3.102750265423027e-16,1.4411807879606725e-16,0.11183447506494225,0.10544768824218193,-0.006386786822760324
396.0,3.063264830266273e-16,1.4145372778664975e-16,0.10943941569847182,0.10345680927908996,-0.005982606419381864
