split,family,method,pr_auc,roc_auc,youden_threshold,sensitivity,precision,specificity,accuracy,f1,youden_j,best_C,best_cv_roc_auc,n_nonzero_coefs
rep5_fold3,Functional linear,Functional logistic regression (L1),0.8798685463784774,0.9257206208425721,0.4824120603015075,0.8660714285714286,0.7886178861788617,0.9423503325942351,0.9271758436944938,0.825531914893617,0.8084217611656637,0.3981071705534973,0.9115841214132145,97
rep5_fold3,Functional linear,Functional linear SVM,0.8845606103273889,0.9279379157427938,0.1658291457286432,0.8571428571428571,0.8067226890756303,0.9490022172949002,0.9307282415630551,0.8311688311688312,0.8061450744377572,0.01,0.9109428554956883,343
rep5_fold4,Functional linear,Functional logistic regression (L2),0.9126888730157598,0.9552383592017738,0.40703517587939697,0.875,0.8521739130434782,0.9623059866962306,0.9449378330373002,0.8634361233480177,0.8373059866962307,0.01,0.9025833231389654,343
rep5_fold4,Functional linear,Functional logistic regression (L1),0.9199642729568368,0.9640283496990815,0.5477386934673367,0.8660714285714286,0.8981481481481481,0.975609756097561,0.9538188277087034,0.8818181818181818,0.8416811846689896,0.3981071705534973,0.9008653712688363,92
rep5_fold4,Functional linear,Functional linear SVM,0.9221249294129492,0.9630978777320242,0.1708542713567839,0.8660714285714286,0.8660714285714286,0.9667405764966741,0.9467140319715808,0.8660714285714286,0.8328120050681027,0.01,0.9023221112927683,343
rep6_fold0,Functional linear,Functional logistic regression (L2),0.8304004153210324,0.8881846448218129,0.4321608040201005,0.8108108108108109,0.782608695652174,0.9446902654867256,0.9182948490230906,0.7964601769911505,0.7555010762975365,0.01,0.9221350778498781,343
rep6_fold0,Functional linear,Functional logistic regression (L1),0.8052666556173972,0.8746910627441601,0.49246231155778897,0.7927927927927928,0.7586206896551724,0.9380530973451328,0.9094138543516874,0.775330396475771,0.7308458901379256,0.06309573444801933,0.9222733182685472,66
rep6_fold0,Functional linear,Functional linear SVM,0.8365455885591835,0.9008610380291796,0.1708542713567839,0.8018018018018018,0.7478991596638656,0.9336283185840708,0.9076376554174067,0.7739130434782608,0.7354301203858726,0.01,0.9199372301809138,343
rep6_fold1,Functional linear,Functional logistic regression (L2),0.8959193809487087,0.9435741050785298,0.4472361809045226,0.8558558558558559,0.8189655172413793,0.9535398230088495,0.9342806394316163,0.8370044052863436,0.8093956788647054,0.01,0.9049023402581167,343
rep6_fold1,Functional linear,Functional logistic regression (L1),0.896431940779091,0.9449294427170534,0.5175879396984925,0.8648648648648649,0.8421052631578947,0.9601769911504425,0.9413854351687388,0.8533333333333334,0.8250418560153074,0.3981071705534973,0.9028129232364565,88
