split,family,method,pr_auc,roc_auc,youden_threshold,sensitivity,precision,specificity,accuracy,f1,youden_j,best_C,best_cv_roc_auc,n_nonzero_coefs
rep7_fold3,Functional linear,Functional logistic regression (L1),0.8495584328409421,0.9170098194488439,0.4120603015075377,0.875,0.725925925925926,0.917960088691796,0.9094138543516874,0.7935222672064778,0.792960088691796,0.06309573444801933,0.9108913312518743,52
rep7_fold3,Functional linear,Functional linear SVM,0.8760396724856225,0.9375791891035795,0.15577889447236182,0.8125,0.7844827586206896,0.9445676274944568,0.9182948490230906,0.7982456140350878,0.7570676274944568,0.01,0.9025776484415472,343
rep7_fold4,Functional linear,Functional logistic regression (L2),0.8938380301965495,0.9273637947418435,0.44221105527638194,0.8392857142857143,0.8545454545454545,0.9645232815964523,0.9396092362344582,0.8468468468468469,0.8038089958821666,0.06309573444801933,0.9219566145779662,343
rep7_fold4,Functional linear,Functional logistic regression (L1),0.8926159317040175,0.9272648083623694,0.47738693467336685,0.8392857142857143,0.8703703703703703,0.9689578713968958,0.9431616341030196,0.8545454545454545,0.80824358568261,0.3981071705534973,0.9196187647881109,111
rep7_fold4,Functional linear,Functional linear SVM,0.89534041611697,0.9298384542286982,0.15577889447236182,0.8392857142857143,0.8545454545454545,0.9645232815964523,0.9396092362344582,0.8468468468468469,0.8038089958821666,0.01,0.92368666912135,343
rep8_fold0,Functional linear,Functional logistic regression (L2),0.8458839255144501,0.9028342501793829,0.40703517587939697,0.8018018018018018,0.8165137614678899,0.9557522123893806,0.9253996447602132,0.8090909090909091,0.7575540141911823,0.01,0.9207519502150973,343
rep8_fold0,Functional linear,Functional logistic regression (L1),0.8217458280859206,0.8931077094793909,0.4020100502512563,0.7837837837837838,0.7310924369747899,0.9292035398230089,0.9005328596802842,0.7565217391304347,0.7129873236067925,0.06309573444801933,0.9175770395235273,55
rep8_fold0,Functional linear,Functional linear SVM,0.8545555786393132,0.9052260224826596,0.1457286432160804,0.8108108108108109,0.7964601769911505,0.9491150442477876,0.9218472468916519,0.8035714285714286,0.7599258550585986,0.01,0.9153175132672651,343
rep8_fold1,Functional linear,Functional logistic regression (L2),0.8591809301351381,0.9250179382922745,0.4472361809045226,0.8108108108108109,0.8411214953271028,0.9623893805309734,0.9325044404973357,0.8256880733944955,0.7732001913417843,0.01,0.9156829534866037,343
rep8_fold1,Functional linear,Functional logistic regression (L1),0.8439507938160475,0.908136012118313,0.48743718592964824,0.8288288288288288,0.8141592920353983,0.9535398230088495,0.9289520426287744,0.8214285714285714,0.7823686518376785,0.3981071705534973,0.9139883969066744,97
rep8_fold1,Functional linear,Functional linear SVM,0.8449142693746564,0.907577931914215,0.1708542713567839,0.8288288288288288,0.8141592920353983,0.9535398230088495,0.9289520426287744,0.8214285714285714,0.7823686518376785,0.01,0.9163333024043815,343
rep8_fold2,Functional linear,Functional logistic regression (L2),0.8570860108151269,0.9130305669939818,0.32160804020100503,0.8303571428571429,0.7265625,0.9223946784922394,0.9040852575488455,0.775,0.7527518213493822,0.01,0.9102287977736706,343
rep8_fold2,Functional linear,Functional logistic regression (L1),0.8313764872384993,0.9094076655052263,0.3869346733668342,0.8303571428571429,0.7153846153846154,0.917960088691796,0.9005328596802842,0.768595041322314,0.7483172315489388,0.06309573444801933,0.9143704229547839,50
rep8_fold2,Functional linear,Functional linear SVM,0.866150319245427,0.9093086791257523,0.15577889447236182,0.7946428571428571,0.8640776699029126,0.9689578713968958,0.9342806394316163,0.827906976744186,0.7636007285397528,0.01,0.905391871503156,343
rep8_fold3,Functional linear,Functional logistic regression (L2),0.8944764564457399,0.9383314855875831,0.40703517587939697,0.8660714285714286,0.7637795275590551,0.9334811529933481,0.9200710479573713,0.8117154811715481,0.7995525815647766,0.01,0.9127781681433937,343
rep8_fold3,Functional linear,Functional logistic regression (L1),0.8905240024955222,0.9384304719670573,0.4623115577889447,0.8571428571428571,0.7741935483870968,0.9379157427937915,0.9218472468916519,0.8135593220338984,0.7950585999366486,0.3981071705534973,0.9103798300965461,96
rep8_fold3,Functional linear,Functional linear SVM,0.8877992458193417,0.9372030408615775,0.1457286432160804,0.8660714285714286,0.697841726618705,0.9068736141906873,0.8987566607460036,0.7729083665338645,0.7729450427621161,0.01,0.908987470268101,343
rep8_fold4,Functional linear,Functional logistic regression (L2),0.8639245051764473,0.8951932214127337,0.3969849246231156,0.8482142857142857,0.76,0.9334811529933481,0.91651865008881,0.8016877637130801,0.7816954387076338,0.01,0.9202052924739048,343
rep8_fold4,Functional linear,Functional logistic regression (L1),0.8737407762331689,0.906913208742477,0.3869346733668342,0.8660714285714286,0.7028985507246377,0.9090909090909091,0.9005328596802842,0.776,0.7751623376623376,0.3981071705534973,0.9157102290589103,109
rep8_fold4,Functional linear,Functional linear SVM,0.8730544845485725,0.9046761165663604,0.24623115577889448,0.8571428571428571,0.75,0.9290465631929047,0.9147424511545293,0.8,0.7861894203357618,0.01,0.9143829775950895,343
rep9_fold0,Functional linear,Functional logistic regression (L2),0.9047393569253597,0.9345451646336601,0.36683417085427134,0.8828828828828829,0.7903225806451613,0.9424778761061947,0.9307282415630551,0.8340425531914893,0.8253607589890777,0.01,0.91289795039983,343
rep9_fold0,Functional linear,Functional logistic regression (L1),0.9042771642882066,0.9377740572430837,0.5226130653266332,0.8828828828828829,0.8305084745762712,0.9557522123893806,0.9413854351687388,0.8558951965065502,0.8386350952722634,0.3981071705534973,0.9124064570796735,101
rep9_fold0,Functional linear,Functional linear SVM,0.9054202360517766,0.935940365143905,0.1658291457286432,0.8918918918918919,0.7983870967741935,0.9446902654867256,0.9342806394316163,0.8425531914893617,0.8365821573786176,0.01,0.9137018372625901,343
rep9_fold1,Functional linear,Functional logistic regression (L2),0.9020382544870702,0.9290839512078449,0.4170854271356784,0.8468468468468469,0.8245614035087719,0.9557522123893806,0.9342806394316163,0.8355555555555556,0.8025990592362273,0.01,0.9127155796475724,343
rep9_fold1,Functional linear,Functional logistic regression (L1),0.8878142864536961,0.9154907119508888,0.5527638190954774,0.8378378378378378,0.7948717948717948,0.9469026548672567,0.9253996447602132,0.8157894736842105,0.7847404927050945,2.5118864315095824,0.9095837728589654,158
rep9_fold1,Functional linear,Functional linear SVM,0.8965933134756905,0.9207127481463765,0.18090452261306533,0.8468468468468469,0.8623853211009175,0.9668141592920354,0.9431616341030196,0.8545454545454545,0.8136610061388823,0.01,0.911502363381249,343
rep9_fold2,Functional linear,Functional logistic regression (L2),0.8407757079117723,0.8998257839721254,0.457286432160804,0.7589285714285714,0.8415841584158416,0.9645232815964523,0.9236234458259325,0.7981220657276995,0.7234518530250238,0.01,0.9189911081006757,343
rep9_fold2,Functional linear,Functional logistic regression (L1),0.8454779453360818,0.9007958504909723,0.40703517587939697,0.7857142857142857,0.7719298245614035,0.9423503325942351,0.911190053285968,0.7787610619469026,0.7280646183085207,0.3981071705534973,0.913792206440872,102
rep9_fold2,Functional linear,Functional linear SVM,0.8474088485387758,0.9013699714919227,0.15075376884422112,0.7857142857142857,0.7857142857142857,0.9467849223946785,0.9147424511545293,0.7857142857142857,0.7324992081089641,0.01,0.9160845833235407,343
rep9_fold3,Functional linear,Functional logistic regression (L2),0.8075550172372613,0.8932926829268293,0.4020100502512563,0.7857142857142857,0.7333333333333333,0.9290465631929047,0.9005328596802842,0.7586206896551724,0.7147608489071904,0.01,0.9214911889525594,343
rep9_fold3,Functional linear,Functional logistic regression (L1),0.7807692068371311,0.8760294583465316,0.4170854271356784,0.7857142857142857,0.676923076923077,0.9068736141906873,0.8827708703374778,0.7272727272727273,0.692587899904973,0.3981071705534973,0.9191072636327826,97
rep9_fold3,Functional linear,Functional linear SVM,0.789589142535665,0.87864269876465,0.15075376884422112,0.7678571428571429,0.7543859649122807,0.9379157427937915,0.9040852575488455,0.7610619469026548,0.7057728856509344,0.01,0.9200906686079154,343
rep9_fold4,Functional linear,Functional logistic regression (L2),0.8622372688264586,0.9175641431738994,0.4472361809045226,0.8214285714285714,0.7796610169491526,0.9423503325942351,0.9182948490230906,0.8,0.7637789040228065,0.01,0.9113845026323566,343
rep9_fold4,Functional linear,Functional logistic regression (L1),0.843250447197616,0.9113082039911308,0.46733668341708545,0.8125,0.7583333333333333,0.9356984478935698,0.911190053285968,0.7844827586206896,0.7481984478935697,0.06309573444801933,0.9090475567766032,54
rep9_fold4,Functional linear,Functional linear SVM,0.862646110478844,0.9123178650617675,0.18090452261306533,0.8125,0.7647058823529411,0.9379157427937915,0.9129662522202486,0.7878787878787878,0.7504157427937916,0.01,0.9083219487855043,343
